NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CN+R1+M1:N84,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
Symphyotrichum tenuifolium,COMPOSITAE,SYTE6,6-Oct-16,NEWFS-438,438,NEWFS,,"Karlsson, C., Rogers, J., Heilmann, H.",US,84E,Atlantic Coastal Pine Barrens (Omernik),Connecticut,New London,Latimer Point Road Marsh,salt marsh,"95S to CT. Exit 91. Left towards 234. Continue on 234 0.3 mi, then turn left on N Main St. Right on Route 1S, follow about 3 mi, turn left on Latimer Point Rd. Marsh is just after railroad tracks on the right.","41°20' 29"" N","71°56' 59.7"" W",41.34138,-71.94991,GPS,NAD83,3,FT,Avalonia Land Conservancy,Spartina alterniflora:Spartina patens:Distichlis spicata:Limonium carolinianum:Salicornia sp.:Agalinis maritima,Flooded,salt marsh,0,,salt marsh,conservation,gneiss,Sand,316 plants sampled,1000+,3,P,"white flowers, pink buds",,::,"2:06 OCT 2016:Smithsonian, NEWFS",,,,,1,NEWFS-113,WEB,<1-2,7.5YR 3/2 black,21-Nov-16,SYMPHYOTRICHUM,tenuifolium,2016,
Symphyotrichum tenuifolium,COMPOSITAE,SYTE6,6-Oct-16,NEWFS-440,440,NEWFS,,"Rogers, J., Karlsson., C, Heilmann, K.",US,84E,Atlantic Coastal Pine Barrens (Omernik),Connecticut,New London,Barn Island WMA,salt marsh,"95S to CT. Exit 91. Left off exit, left on 234E, right on Farmholme Rd. Right on US-1S, immediate right on 1S, immediate left on Greenhave Rd, immediate right on Palmer Neck Rd. Follow paths through salt marshes","41°20' 24.8"" N","71°52' 23.4"" W",41.34022,-71.87316,GPS,,3,FT,US FWS,Distichlis spicata:Agalinis maritima:Salicornia sp.:Spartina patens:Spartina alterniflora,Flooded,salt marsh,0,,salt marsh,conservation/recreation,gneiss,Sand,300 plants sampled,5000+,2-Jan,P,,,"Piantedosi, M.:From pressed specimen on day of collection:","2:06 OCT 2016:Smithsonian, NEWFS",,,,,1,NEWFS-115,WEB,<2,7.5YR 3/2 black,21-Nov-16,SYMPHYOTRICHUM,tenuifolium,2016,
Erechtites hieraciifolia,ASTERACEAE,ERHI2,7-Oct-16,NEWFS-442,442,NEWFS,,"Rogers, J., Urban, A., Heilmann, K.",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Hampshire,Rockingham,Great Bay NWR,freshwater marsh,"From Boston take 93N to 95N. Take exit 4 for NH-16N/4W. Take exit 1 for Gosling Road. Turn left onto Gosling Road. Right onto Arboretum Drive. At the traffic circle, take the third exit onto Arboretum Dr. Follow to just past the airport, there is a freshwater marsh on the left.","43°05' 41.8"" N","70°50' 18.3"" W",43.09494,-70.83841,GPS,NAD83,52,FT,US FWS,Carex stricta:Juncus effusus:Sparganium americanum:Scirpus cyperinus:Verbena hastata:Glyceria canadensis:Solidago sp.:Carex comosa:Carex lurida:Bidens sp.,Flooded,freshwater marsh,0,,freshwater marsh,conservation,"migmatite, phyllite, diorite",Clay,120 plants sampled,500+,2-Jan,P,fluffy white seeds,,Michael Piantedosi:In Field:07 SEP 2016,"2:07 OCT 2016:Smithsonian, NEWFS",,,,,1,NEWFS-117,WEB,<7,7.5YR 3/2 black,21-Nov-16,ERECHTITES,hieraciifolia,2016,
Verbena hastata,VERBENACEAE,VEHA2,7-Oct-16,NEWFS-443,443,NEWFS,,"Rogers, J., Urban, A., Heilmann, K.",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Hampshire,Rockingham,Great Bay NWR,freshwater marsh,"From Boston take 93N to 95N. Take exit 4 for NH-16N/4W. Take exit 1 for Gosling Road. Turn left onto Gosling Road. Right onto Arboretum Drive. At the traffic circle, take the third exit onto Arboretum Dr. Follow to just past the airport, there is a freshwater marsh on the left.","43°05' 41.8"" N","70°50' 18.3"" W",43.09494,-70.83841,GPS,NAD83,52,FT,US FWS,Scirpus cyperinus:Erechtites hieraciifolia:Juncus canadensis:Juncus effusus:Carex lurida:Carex comosa:Carex stricta:Sparganium americanum,Flooded,freshwater marsh,0,,Freshwater marsh,conservation,"migmatite, phyllite, diorite",Clay,212 plants sampled,400,4-Mar,P,purple tiny flowers,,M. Piantedosi - NEWFS:In Field:07 SEP 2016,1:07 OCT 2016:Smithsonian,,,,,1,NEWFS-118,WEB,<6,7.5YR 3/2 black,21-Nov-16,VERBENA,hastata,2016,
Scirpus cyperinus,CYPERACEAE,SCCY,7-Oct-16,NEWFS-444,444,NEWFS,,"Rogers, J.",US,84E,Atlantic Coastal Pine Barrens (Omernik),New Hampshire,Rockingham,Great Bay NWR,freshwater marsh,"From Boston take 93N to 95N. Take exit 4 for NH-16N/4W. Take exit 1 for Gosling Road. Turn left onto Gosling Road. Right onto Arboretum Drive. At the traffic circle, take the third exit onto Arboretum Dr. Follow to just past the airport, there is a freshwater marsh on the left.","43°05' 41.8"" N","70°50' 18.3"" W",43.09494,-70.83841,GPS,NAD83,52,FT,US FWS,Verbena hastata:Sparganium americanum:Erechtites hieraciifolia:Carex stricta:Juncus effusus:Carex lurida:Carex comosa,Flooded,freshwater marsh,0,,freshwater marsh,conservation,"migmatite, phyllite, diorite",Clay,55 plants sampled,70,2-Jan,P,,,::,1:07 OCT 2016:Smithsonian,,,,,1,NEWFS-119,WEB,<6,7.5YR 3/2 black,21-Nov-16,SCIRPUS,cyperinus,2016,
Solidago rugosa,ASTERACEAE,SORU2,11-Oct-16,NEWFS-448,448,NEWFS,,"Rogers, J., Heilmann, K.",US,84E,Atlantic Coastal Pine Barrens (Omernik),Maine,York,Wells National Estuarine Reserve,field,"Follow 95N to exit 19 in Maine. Left on US-109S. Left on US-1N, right on Laudholm Farm Rd. Population located on field near parking lot.","43°20' 18.1"" N","70°33' 4.2"" W",43.33836,-70.55116,GPS,NAD83,30,FT,Laudholm Trust,Solidago sempervirens:Rubus sp.:Rosa multiflora:Solidago altissima:Solidago canadensis:Asclepias syriaca,Mowed,meadow,5,E,Meadow,conservation,granite,Sand,350 plants sampled,1000+,2,P,,,::,"2:11 OCT 2016:Smithsonian, NEWFS",,,,,1,NEWFS-123,WEB,<6,7.5YR 2.5/2 very dark brown,21-Nov-16,SOLIDAGO,rugosa,2016,
Doellingeria umbellata,ASTERACEAE,DOUM2,11-Oct-16,NEWFS-454,454,NEWFS,,"Rogers, J., Heilmann, K.",US,59E,Northeastern Coastal Zone (Omernik),Maine,York,Wells Reserve,Muskie Trail,"Follow 95N to Exit 19 in ME. Left on US-109S. Follow to a left on US-1N. Right on Laudholm Farm Rd. From parking lot, follow field to Muskie Trail.","43°20' 18.1"" N","70°33' 4.2"" W",43.33836,-70.55116,GPS,NAD83,34,FT,Laudholm Trust,Carex crinita:Carex lurida:Ilex verticillata:Hamamelis virginiana:Acer rubrum:Frangula alnus:Solidago sp.:Berberis thunbergii,,wet forest edge,0,,wet forest edge,conservation,granite,Sand,50 plants sampled,55,<1,P,"flat-topped, white",,::,"2:11 OCT 2016:Smithsonian, NEWFS",,,,,1,NEWFS-130,WEB,<8,,21-Nov-16,DOELLINGERIA,umbellata,2016,
Solidago uliginosa,ASTERACEAE,SOUL,11-Oct-16,NEWFS-455,455,NEWFS,,"Karlsson, C., Urban, A.",US,59E,Northeastern Coastal Zone (Omernik),Maine,York,Wells Reserve,Bog boardwalk trail,"From Boston take 93N to 95N to ME-109S. Left on US-1N, right on Laudholm Farm Rd. Left on Skinner Mill Rd. Park at reserve parking lot, walk through field to Muskie trail in woods to boardwalk at bog.","43°20' 12.2"" N","70°33' 17.6"" W",43.33672,-70.55488,GPS,NAD83,34,FT,Laudholm Trust,Eriophorum virginicum:Vaccinium macrocarpon:Kalmia angustifolia:Aronia melanocarpa:Rubus sp.:Schizachyrium scoparium,Flooded,bog,0,,Bog,conservation,granite,Clay,108 plants sampled,300,3,P,,,::,"2:11 OCT 2016:Smithsonian, NEWFS",,,,,1,NEWFS-130,WEB,<4,7.5YR 3/2 black,21-Nov-16,SOLIDAGO,uliginosa,2016,
Solidago canadensis,ASTERACEAE,SOCA6,11-Oct-16,NEWFS-456,456,NEWFS,,"Rogers, J., Heilmann, K.",US,59E,Northeastern Coastal Zone (Omernik),Maine,York,Wells Reserve,field,Follow 95N to Exit 19 in ME. Left on US-109S. Left on US-1N. Right on Laudholm Farm Rd. Population in field near parking lot.,"43°20' 18.1"" N","70°33' 4.2"" W",43.33836,-70.55116,GPS,NAD83,34,FT,Laudholm Trust,Solidago rugosa:Morella caroliniensis:Ilex verticillata:Rubus sp.:Euthamia graminifolia,Mowed,meadow,0,,Meadow,conservation,granite,Sand,130 plants sampled,500+,1,P,,,::,"2:11 OCT 2016:Smithsonian, NEWFS",,,,,1,NEWFS-116,WEB,<6,,21-Nov-16,SOLIDAGO,canadensis,2016,
Oenothera biennis,ONAGRACEAE,OEBI,14-Oct-16,NEWFS-463,463,NEWFS,,"Rogers, J., Heilmann, K., Urban, A.",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Suffolk,Outward Bound,field off right of trail,"Ref NEWFS-461, field is on right of trail.","42°18' 54.5"" N","71°0 30.7"" W",42.31513,-71.00852,GPS,NAD83,3,FT,Outward Bound,Solidago canadensis:Solidago altissima:Rosa multiflora:Phleum pratense:Symphyotrichum sp.:Artemisia vulgaris,,field,0,,Field,conservation,marine sediment,,130 plants sampled,300,<1,P,,,::,"2:14 OCT 2016:Smithsonian, NEWFS",,,,,1,NEWFS-138,ACH,<6,,26-Mar-19,OENOTHERA,biennis,2016,
Euthamia graminifolia,ASTERACEAE,EUGR5,17-Oct-16,NEWFS-472,472,NEWFS,,"Karlsson, C.",US,58E,Northeastern Highlands (Omernik),Massachusetts,Hampshire,Guyette Farm,fields,"Ref NEWFS-471, population in first field and field after the woods.","42°29' 8.3"" N","72°53' 42.8"" W",42.48563,-72.89522,GPS,NAD83,1632,FT,Franklin Land Trust,Solidago rugosa:Solidago altissima:Asclepias syriaca:Rubus sp.:Thelypteris palustris:Scirpus cyperinus:Carex crinita,Mowed,field,15-May,,meadow,conservation,schist,Clay,125 plants sampled,800+,6-May,P,,,::,"2:17 OCT 2016:Smithsonian, NEWFS",,,,,1,NEWFS-149,WEB,<3,7.5YR 3/4 dark brown,21-Nov-16,EUTHAMIA,graminifolia,2016,
Solidago rugosa,ASTERACEAE,SORU2,17-Oct-16,NEWFS-473,473,NEWFS,,"Rogers, J.",US,58E,Northeastern Highlands (Omernik),Massachusetts,Hampshire,Guyette Farm,fields,"Ref NEWFS-471, population in field near parking lot and field through the woods.","42°29' 8.3"" N","72°53' 42.8"" W",42.48563,-72.89522,GPS,NAD83,1632,FT,Franklin Land Trust,Solidago altissima:Solidago canadensis:Euthamia graminifolia:Asclepias syriaca:Rubus sp.:Thelypteris palustris:Carex crinita:Scirpus cyperinus,Mowed,field/meadow,15-May,,Field/meadow,conservation,schist,Clay,200 plants sampled,1000+,6-May,P,,,::,"2:17 OCT 2016:Smithsonian, NEWFS",,,,,1,NEWFS-150,WEB,<4,7.5YR 3/4 dark brown,21-Nov-16,SOLIDAGO,rugosa,2016,
Solidago altissima,ASTERACEAE,SOAL6,17-Oct-16,NEWFS-474,474,NEWFS,,"Heilmann, K.",US,58E,Northeastern Highlands (Omernik),Massachusetts,Hampshire,Guyette Farm,fields,"Ref NEWFS-471, populations in field immediately by parking lot, and field through woods.","42°29' 8.3"" N","72°53' 47.8"" W",42.48563,-72.89661,GPS,NAD83,1632,FT,Franklin Land Trust,Solidago rugosa:Euthamia graminifolia:Asclepias syriaca:Juncus effusus:Phleum pratense:Carex crinita:Rubus sp.:Thelypteris palustris,Mowed,meadow,15-May,,Meadow,conservation,schist,Clay,80 plants sampled,1000+,6-May,P,"Leaves primarily three-veined, toothing infrequent and not flared. Plants often tall.",,::,"2:17 OCT 2016:Smithsonian, NEWFS",,,,,1,NEWFS-151,WEB,<7,7.5YR 3/4 dark brown,21-Nov-16,SOLIDAGO,altissima,2016,
Solidago canadensis,ASTERACEAE,SOCA6,17-Oct-16,NEWFS-475,475,NEWFS,,"Heilmann, K., Urban, A.",US,58E,Northeastern Highlands (Omernik),Massachusetts,Hampshire,Guyette Farm,field,"Ref NEWFS-471, populations in field immediately by parking lot, and field through woods.","42°29' 8.3"" N","72°58' 42.8"" W",42.48563,-72.97855,GPS,NAD83,1632,FT,Franklin Land Trust,Solidago rugosa:Solidago altissima:Euthamia graminifolia:Rubus sp.:Thelypteris palustris:Carex crinita:Scirpus cyperinus,Mowed,field,15-May,,Field,conservation,schist,Clay,61 plants sampled,300+,3,P,"Three-veined leaves with frequent, flared teeth.",,::,"2:17 OCT 2016:Smithsonian, NEWFS",,,,,1,NEWFS-152,WEB,<6,7.5YR 3/4 dark brown,21-Nov-16,SOLIDAGO,canadensis,2016,
Spiraea tomentosa,ROSACEAE,SPTO2,17-Oct-16,NEWFS-476,476,NEWFS,,"Widener, L.",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Worcester,"Cedar Hill, Northborough, MA",red maple wet meadow,"Parking and access at Scholastic Book Fairs - 360 Cedar Hill St in back lot. Follow Cedar Hill trail over railroad through open dry emadow, and into wet area/boardwalk. After turn in trail and before uphill ascent, turn left into wet hummocky area. Plants located on left side of trail.","42°18' 49.93"" N","71°35' 39.7"" W",42.31386,-71.59436,GPS,NAD83,34,FT,Sudbury Valley Trustees,Scirpus cyperinus:Eutrochium maculatum:Impatiens capensis:Glyceria canadensis:Acer rubrum:Carex stricta:Toxicodendron radicans:Spiraea alba,,red maple wet meadow,0,,Wetland,open space recreation,monson gneiss,,55 plants sampled,80,0.5,P,"Mature lead blades with white or red-brown tomentum abaxially, branches tomentose, especially about the nodes, flowers without nectar disk; sepals reflexed fruit, follicles pubescent",,::,"2:11 OCT 2016:Smithsonian, NEWFS",,,,,1,NEWFS-153,WEB,3,,21-Nov-16,SPIRAEA,tomentosa,2016,
Solidago sempervirens,ASTERACEAE,SOSE,18-Oct-16,NEWFS-480,480,NEWFS,,"Heilmann, K., Rogers, J.",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Essex,Parker River NWR,Marsh,"Ref NEWFS-477, population in marsh and dunes","42°47' 20.8"" N","70°48' 36.6"" W",42.78911,-70.81016,GPS,NAD83,29,FT,US FWS,Distichlis spicata:Spartina patens:Salicornia sp.:Phragmites australis,Flooded,saltmarsh,0,,Marsh,conservation,argillite,Sand,165 plants sampled,1000+,2,P,,,::,"2:18 OCT 2016:Smithsonian, NEWFS",,,,,1,NEWFS-157,WEB,<3,7.5YR 3/2 black,27-Nov-16,SOLIDAGO,sempervirens,2016,
Lobelia cardinalis,CAMPANULACEAE,LOCA2,19-Oct-16,NEWFS-484,484,NEWFS,,L. Widener,US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Middlesex,"Great Meadows, Sudbury River, MA",Sudbury River shores,"Section of Sudbury river in Sudbury and Wayland, MA. Drive to the end of Little Farms Rd to access Sudbury River. From there, paddle 0.5 miles to bend in river going north. Plants on riverside for the 0.5 miles on both sides of river.","42°20' 25.2"" N","71°23' 46.0"" W",42.34033,-71.39611,GPS,NAD83,33,FT,USFWS,Acer saccharinum:Symphyotrichum ericoides:Bidens cernua:Persicaria pensylvanica,Grazed,river shore,5,,river shore,wildlife refuge,Dedham granodiorite,,100 plants sampled,~150,2,P,Flower 20-45mm long; corolla fenestrate. Corolla red (rarely pink or white); flowers 30-45mm long; filament tube 24-33mm long.,,Michael Piantedosi::,"2:19 OCT 2016:Smithsonian, NEWFS",,,,,1,161,WEB,4-Feb,,30-Nov-16,LOBELIA,cardinalis,2016,
Solidago rugosa,ASTERACEAE,SORU2,19-Oct-16,NEWFS-485,485,NEWFS,,"JR, KH",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Middlesex,Sudbury Reservoir Trail,cemetery side of 85N,"90W to exit 12. Merge on 9W. Turn a right on 85N. Parking lot on left, 0.5mi down.","42°17' 59.8"" N","71°31' 43.0"" W",42.29994,-71.52861,GPS,NAD83,262,FT,SVT,Rhus hirta:Celastrus orbiculatus:Rubus sp.:Frangula alnus:Vitis sp.:Rosa sp.:Cornus amomum:Lonicera sp.:Parthenocissus quinquefolia,Mowed,trailside,0,,trailside field,recreation,granite,Sand,350 plants sampled,1000+,1,P,,,Michael Piantedosi::,"2:19 OCT 2016:Smithsonian, NEWFS",,,,,1,162,WEB,<6,7.5yr 3/1 very dark grey,30-Nov-16,SOLIDAGO,rugosa,2016,
Euthamia graminifolia,ASTERACEAE,EUGR5,19-Oct-16,NEWFS-487,487,NEWFS,,Cassy Karlsson,US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Middlesex,"Callahan State Park, Framingham, MA",main trail,"Take 90W to exit 13. Merge onto 30W, continue straight on Cochituate Rd. Slight right on Worcester Rd. Right on Maynard Rd. Left on Pleasant St. Right on Mills. Left on Belknap. Right on Millwood. Parking lot on left. Follow trail to the right. Population ~0.2mi down.","42°19' 18.2"" N","71°27' 54.3"" W",42.32172,-71.46508,GPS,NAD83,213,FT,State of Massachusetts,Lythrum salicaria:Solidago altissima:Rosa multiflora:Celastrus orbiculatus:Bidens sp.:Juncus tenuis:Solidago rugosa,Mowed,field,0,,trailside field strip,recreation,granite,Silt,110 plants sampled,300+,<1,P,,,Michael Piantedosi::,"2:19 OCT 2016:Smithsonian, NEWFS",,,,,1,164,WEB,<4,,30-Nov-16,EUTHAMIA,graminifolia,2016,
Solidago altissima,ASTERACEAE,SOAL6,19-Oct-16,NEWFS-488,488,NEWFS,,"JR, KH",US,59E,Northeastern Coastal Zone (Omernik),Massachusetts,Middlesex,"Callahan State Park, Framingham, MA",off main trail,90W to exit 13. Merge onto 30W. Continue straight onto Cochituate Rd. Slight right on Worcester Rd. Right on Maynard Rd. Left on Pleasant St. Right on Mill St. Left on Belknap St. Right on Millwood. Parking lot on left. Follow trail to the right. Population ~0.2mi down on left.,"42°19' 18.9"" N","71°27' 54.3"" W",42.32191,-71.46508,GPS,NAD83,213,FT,State of Massechusetts,Rubus sp.:Euthamia graminifolia:Eutrochium dubium:Rosa multiflora:Juncus tenuis,Mowed,field,5,N,field,Recreation,Granite,Silt,625 plants sampled,1500+,1,P,,,Michael Piantedosi::,"2:19 OCT 2016:Smithsonian, NEWFS",,,,,1,165,WEB,<7,,30-Nov-16,SOLIDAGO,altissima,2016,
Solidago sempervirens,ASTERACEAE,SOSE,20-Oct-16,NEWFS-489,489,NEWFS,,Julia Rogers,US,84E,Atlantic Coastal Pine Barrens (Omernik),Massachusetts,Barnstable,"Long Pasture, Barnstable, MA",marsh behind dune,"From Boston take 93S to 3S. Follow to 6E. Take exit 7. Follow Willow St to a left on Main St. Turn right on Bone Hill Rd. From Visitor's center, take path to beach. Turn right. Marsh and population is behind dune.","41°42' 37.7"" N","70°16' 29.8"" W",41.71047,-70.27494,GPS,NAD83,6,FT,MA Audobon,Hibiscus moscheutos:Spartina pectinata:Iva frutescens:Morella caroliniensis:Baccharis sp.:Erechtites hieraciifolius,Flooded,back dune marsh,0,,back dune marsh,conservation/recreation,granite,,100 plants sampled,500,<1,P,,,Michael Piantedos::,"2:20 OCT 2016:Smithsonian, NEWFS",,,,,1,166,WEB,<4,7.5yr 3/2 black,30-Nov-16,SOLIDAGO,sempervirens,2016,
Symphyotrichum tenuifolium,COMPOSITAE,SYTE6,20-Oct-16,NEWFS-490,490,NEWFS,,"Julia Rogers, Krista Heilmann",US,84E,Atlantic Coastal Pine Barrens (Omernik),Massachusetts,Barnstable,"Long Pasture, Barnstable, MA",salt marsh,"From Boston take 93S to 3S. Follow to 6E. Take exit 7. Follow Willow St to a left on Main St. Turn right on Bone Hill Rd. From Visitor's center, take path to beach. Turn right. Large marsh behind dune.","41°42' 37.7"" N","70°16' 29.8"" W",41.71047,-70.27494,GPS,NAD83,6,FT,MA Audubon,Iva frutescens:Juncus gerardii:Limonium carolinianum:Distichlis spicata,Flooded,salt marsh,0,,salt marsh,conservation,granite,,140 plants sampled,5000+,2,P,,,Michael Piantedosi::,1:20 OCT 2016:Smithsonian,,,,,,167,WEB,<1,7.5yr 3/2 black,30-Nov-16,SYMPHYOTRICHUM,tenuifolium,2016,
Symphyotrichum tenuifolium,COMPOSITAE,SYTE6,20-Oct-16,NEWFS-493,493,NEWFS,,"JR, KH",US,84E,Atlantic Coastal Pine Barrens (Omernik),Massachusetts,,"Great Marsh, Barnstable, MA",salt marsh,"From Boston, follow 93S to 3S to 6E. Take exit 6. Left on MA-132N. Right on Main St. ~1mi down turn left at Mass Audubon sign. Trails to salt marsh.","41°42' 13.0"" N","70°19' 52.9"" W",41.70361,-70.33136,GPS,NAD83,6,FT,MA Audubon,Iva frutescens:Juncus gerardii:Spartina patens:Distichlis spicata:Suaeda sp.:Salicornia sp.,Flooded,salt marsh,0,,salt marsh,conservation,granite,,200 plants sampled,500+,4,P,,,Michael Piantedosi::,"1:20 OCT 2016:Smithsonian, NEWFS",,,,,1,170,WEB,<1,7.5yr 3/2 black,30-Nov-16,SYMPHYOTRICHUM,tenuifolium,2016,
Solidago sempervirens,ASTERACEAE,SOSE,20-Oct-16,NEWFS-494,494,NEWFS,,"JR, KH",US,84E,Atlantic Coastal Pine Barrens (Omernik),Massachusetts,Barnstable,"Great Marsh, Barnstable, MA",salt marsh,"From Boston, follow 93S to 3S to 6E. Take exit 6. Keep left at fork and make left on MA-132N. Slight right toward Main St and merge on Main St ~1mi down turn left at Mass Audubon sign. Follow trails to salt marsh.","41°42' 13.0"" N","70°19' 52.9"" W",41.70361,-70.33136,GPS,NAD83,6,FT,MA Audubon,Bolboschoenus maritimus:Quercus rubra:Pluchea odorata:Suaeda sp.:Toxicodendron radicans:Phragmites australis,Flooded,salt marsh,0,,salt marsh,conservation,granite,,400 plants sampled,5000+,3,P,,,Michael Piantedosi::,"2:20 OCT 2016:Smithsonian, NEWFS",,,,,1,171,WEB,<7,7.5yr 3/2 black,30-Nov-16,SOLIDAGO,sempervirens,2016,
Bolboschoenus maritimus,CYPERACEAE,BOMA7,24-Oct-16,NEWFS-516,516,NEWFS,,"Michael Piantedosi, Krista Heilmann, Cassy Karlsson",US,59E,Northeastern Coastal Zone (Omernik),New Hampshire,Strafford,"Bellamy River WMA, Dover, NH","Along river, shoreline",Reference NEWFS-515.,"43°08' 58.0"" N","70°50' 56.5"" W",43.14944,-70.84902,GPS,NAD83,15,FT,USFWS,Spartina alterniflora:Quercus rubra:Fagus grandifolia,Flooded,Salt marsh,0,,Salt marsh,Conservation/recreation,Marine sediment,Sand,170 plants sampled,300+,<1,P,,,Michael Piantedosi:In Field:24 OCT 2016,"2:24 OCT 2016:Smithsonian, NEWFS",,,,,1,193,WEB,<5,7.5yr 3/2 black,6-Dec-16,BOLBOSCHOENUS,maritimus,2016,
Euthamia graminifolia,ASTERACEAE,EUGR5,24-Oct-16,NEWFS-519,519,NEWFS,,Cassy Karlsson,US,59E,Northeastern Coastal Zone (Omernik),New Hampshire,Strafford,"Bellamy River WMA, Dover, NH",fields along trail,References NEWFS-515.,"43°08' 45.4"" N","70°51' 41.4"" W",43.14594,-70.8615,GPS,NAD83,15,FT,USFWS,Solidago canadensis:Solidago rugosa:Asclepias syriaca:Cirsium sp.:Rosa multiflora:Phragmites australis,Mowed,Field,0,,Field,Conservation/recreation,Tonalite,Clay,300 plants sampled,1000+,5,P,,,Michael Piantedosi:In Field:24 OCT 2016,"2:24 OCT 2016:Smithsonian, NEWFS",,,,,1,196,WEB,<4,,9-Dec-16,EUTHAMIA,graminifolia,2016,
Scirpus cyperinus,CYPERACEAE,SCCY,24-Oct-16,NEWFS-521,521,NEWFS,,Michael Piantedosi,US,59E,Northeastern Coastal Zone (Omernik),New Hampshire,Strafford,"Bellamy River WMA, Dover, NH",meadow,References NEWFS-515.,"43°08' 45.4"" N","70°51' 41.4"" W",43.14594,-70.8615,GPS,NAD83,15,FT,USFWS,Solidago canadensis:Solidago rugosa:Lythrum salicaria:Daucus carota:Achillea millefolium:Rosa multiflora:Rhus typhina:Euthamia graminifolia,Mowed,meadow,0,,meadow,Conservation/recreation,Tonalite,Clay,70 plants sampled,150+,2,P,,,Michael Piantedosi:In Field:24 OCT 2016,"2:24 OCT 2016:Smithsonian, NEWFS",,,,,1,198,WEB,<3,,9-Dec-16,SCIRPUS,cyperinus,2016,
Limonium carolinianum,PLUMBAGINACEAE,LICA17,25-Oct-16,NEWFS-522,522,NEWFS,,"Julia Rogers, Krista Heilmann",US,59E,Northeastern Coastal Zone (Omernik),Rhode Island,Washington,"Wilson State Park, North Kingstown, RI",salt marsh/beach,"From Boston, take 95S to Rt. 4 in Rhode Island. Follow 4E to exit 7B for RI-403E. Follow to Rt. 1/Post Rd. Turn left on Roosevelt. Continue onto Flat Fish Alley to boat ramp. Population in salt marsh on either side.","41°34' 35.9"" N","71°27' 10.4"" W",41.57663,-71.45288,GPS,NAD83,3,FT,Town of North Kingstown,Spartina alterniflora:Suaeda maritima:Iva frutescens:Salicornia depressa:Atriplex argentea:Atriplex sp.,Flooded,Marsh,0,,Saltmarh,Recreation,Sandstone,Sand,250 plants sampled,500+,2,P,,,Michael Piantedosi:In Field:25 OCT 2016,"2:25 OCT 2016:Smithsonian, NEWFS",,,,,1,199,WEB,<3,,9-Dec-16,LIMONIUM,carolinianum,2016,
Symphyotrichum tenuifolium,COMPOSITAE,SYTE6,25-Oct-16,NEWFS-524,524,NEWFS,,Cassy Karlsson,US,59E,Northeastern Coastal Zone (Omernik),Rhode Island,Washington,"Wilson State Park, North Kingstown, RI",salt marsh,"From Boston, take 95S to Rt. 4 in Rhode Island. Follow 4E to exit 7B for RI-403E. Follow to Rt. 1/Post Rd. Turn left on Roosevelt. Continue onto Flat Fish Alley to boat ramp. Population on right of boat ramp.","41°34' 35.9"" N","71°27' 10.4"" W",41.57663,-71.45288,GPS,NAD83,3,FT,Town of North Kingstown,Agalinis maritima:Distichlis spicata:Iva frutescens:Baccharis halimifolia,Flooded,Salt marsh,0,,Salt marsh,Conservation/recreation,Sandstone,Silt,500 plants sampled,5000+,4,P,,,Michael Piantedosi:In Field:25 OCT 2016,"2:25 OCT 2016:Smithsonian, NEWFS",,,,,1,201,WEB,<2,7.5 yr 3/2 black,9-Dec-16,SYMPHYOTRICHUM,tenuifolium,2016,
