Source Lot,Source Code,Lbs Shipped,Seeds/Lb,100-Seed Wt (G),Species Code,Common Name,Genus,Species,label ss,SubSpecies,label var,Variety,NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
'SOS-NV052-826,CHFR-SOS-NV052-826-CLARK-20,0.0074,1408695,0.0321,CHFR,pincushion flower,Chaenactis,fremontii,,,,,Chaenactis fremontii,ASTERACEAE,CHFR,5/5/2020,NV052-826,826,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Rainbow Gardens,Lava Butte Road,"From Las Vegas, take E Lake Mead Blvd (NV 147) east towards Lake Mead. Continue on E Lake Mead Blvd after passing the fork with Pabco Road for 1.4 miles. Turn into the lot/ road west of E Lake Mead Blvd and continue on dirt road after passing sign/ trailhead for ""Sunrise Mountain"". Continue 0.8 miles and keep straight at the fork (eastern fork). Continue for 0.7 miles to another fork and stay on road heading south (left). Continue straight for 2.6 miles. Population most dense on hillsides east of road.","36°8' 26.628"" N","114°56' 35.2032"" W",36.14073,-114.94311,GPS,NAD83,1788,FT,BLM,Plantago ovata:Phacelia crenulata:Eriogonum inflatum:Ambrosia dumosa:Larrea tridentata,None,Canyon,9,W,A3277 CEGL005756 Creosotebush - Burrobush - Fremont's Chaffbush Desert Shrubland,"Recreation, energy",Tuffaceous sedimentary rocks,Other : Loam,200,1000+,1,P,Green to red stems that are long and erect. Leaves are sparse and fleshy. Flower heads are white to light-pink with large disk florets.,,::,3:30 MAR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,,,,2,140L0619F0309-26,WEB,0.5,5 YR 3/4,44133,CHAENACTIS,fremontii,2020,
'SOS-NV052-827,LEFR2-SOS-NV052-827-CLARK-20,0.0299,479796,0.0945,LEFR2,desert pepperweed,Lepidium,fremontii,,,,,Lepidium fremontii,BRASSICACEAE,LEFR2,6/8/2020,NV052-827,827,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Bird Springs Range,S Rainbow Blvd,"From I-15, turn W onto Hwy 160 (Blue Diamond Road) and continue for 3.9 miles. Turn S (left) onto S Rainbow Blvd and continue for 2.5 miles. Turn SE (left) into a dirt parking lot and continue on S Rainbow Blvd (will be a gravel road) for 3.5 miles. Turn E (left) in towards a canyon and drive for 0.1 miles. Population is on N-facing mountain shoulder and steppes.","35°56' 42.5832"" N","115°16' 13.9614"" W",35.94516,-115.27054,GPS,NAD83,3058,FT,BLM,Atriplex confertifolia:Xylorhiza tortifolia:Krascheninnikovia lanata:Sphaeralcea ambigua:Castilleja sp.,Other,mountain shoulder,22,N,A3277 CEGL005757 Creosotebush - Burrobush - Shadscale Saltbush Desert Shrubland,recreation,alluvium undifferentiated,Other : loam,100,200+,2,P,"Base woody, stems are gray and sprawling. Leaves pinnately lobed and linear. Small flowers 1/4 inch in diameter) with yellow center. Flowers form dense, spherical clusters. Four white petals. Four yellow-green obovate sepals. Fruits wide and winged.",,::,"3:13 APR 2020:Smithsonian, Utah Valley University Herbarium, Las Vegas Bureau of Land Management Field Office",,,,,2,140L0619F0309-27,WEB,1-3,7.5 YR 3/3,44133,LEPIDIUM,fremontii,2020,
'SOS-NV052-828,POGR5-SOS-NV052-828-CLARK-20,0.024,493472,0.0919,POGR5,slender poreleaf,Porophyllum,gracile,,,,,Porophyllum gracile,ASTERACEAE,POGR5,5/6/2020,NV052-828,828,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Piute/El Dorado,S of NV-163,"From I-95, turn E onto NV-163 and continue for 8.3 miles. Turn S into a dirt parking lot and continue on the main dirt road for 1.5 miles. Population is on both sides of road.","35°9' 42.3252"" N","114°43' 44.7486"" W",35.16175,-114.72909,GPS,NAD83,2664,FT,BLM,Encelia virginensis:Mirabilis laevis:Amsonia tomentosa:Porophyllum gracile:Eriogonum fasciculatum:Ambrosia dumosa,None,Hill,6,N,A3277 CEGL005760 Creosotebush - Burrobush - Eastern Mojave Buckwheat Desert Shrubland,Recreation,"Alluvium, undifferentiated",Other : Sandy loam,50,500+,2,P,Plant odorous and glandular.. Stems are blue-green to purple with a glabrous and waxy texture. Leaves are linear and waxy. Inflorescence contains compound disk flowers and zero ray flowers. Flowers enclosed with gland-studded phyllaries.,,::,3:07 APR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,,,,2,140L0619F0309-28,WEB,1,7.5 YR 3/4,44133,POROPHYLLUM,gracile,2020,
'SOS-NV052-829,HYSAF-SOS-NV052-829-CLARK-20,0.368,67096,0.676,HYSAF,burrobrush,Hymenoclea,salsola,,,,,Hymenoclea salsola,ASTERACEAE,HYSA,5/6/2020,NV052-829,829,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,N El Dorado Range,E of Hwy 95,"From Searchlight, drive N on I-95 for 23 miles. Turn E (right) onto an unmarked road and continue for 0.6 miles. Turn N onto an intersecting dirt road, then in less than 0.1 miles, turn E and continue for 0.42 miles. Population is found in the wash.","36°32' 37.0644"" N","114°55' 37.9128"" W",36.54362,-114.92719,GPS,NAD83,2352,FT,BLM,Larrea tridentata:Ambrosia dumosa:Eriogonum fasciculatum:Amsinckia tessellata:Eschscholzia glyptosperma:Opuntia basilaris:Cylindropuntia acanthocarpa,None,Wash,4,W,A3277 CEGL005761 Creosotebush - Burrobush - Burrobrush Desert Shrubland,Recreation,"playa, lake bed, floodplain deposits",Sand,147,1000,2.5,P,"Plant rounded, odorous; leaves linear; flowers white to green, papery.",,::,"3:06 MAY 2020:Smithsonian, Utah Valley University Herbarium, Las Vegas Bureau of Land Management Field Officeû",,,,,2,140L0619F0309-29,WEB,2.5,10 YR 3/2,44133,HYMENOCLEA,salsola,2020,
'SOS-NV052-830,ENVI-SOS-NV052-830-CLARK-20,0.026,195193,0.2323,ENVI,Virgin River brittlebush,Encelia,virginensis,,,,,Encelia virginensis,ASTERACEAE,ENVI,4/28/2020,NV052-830,830,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Piute/El Dorado,S of NV-163,"From I-95, turn E onto NV-163 and continue for 6.7 miles. Turn S onto an unnamed dirt road behind a gate and continue for 2.3 miles. Population is on both sides of road.","35°8' 47.76"" N","114°43' 6.9744"" W",35.1466,-114.7186,GPS,NAD83,2539,FT,BLM,Salvia columbariae:Mirabilis laevis:Eschscholzia minutiflora:Plagiobothrys sp.:Camissonia brevipes,None,Mountain,20,N,A3277 CEGL005760 Creosotebush - Burrobush - Eastern Mojave Buckwheat Desert Shrubland,Recreation,Felsic phaneritic intrusive rocks,Other : Sandy loam,150,3000,2,P,"Stems hairy (young) and peeling (old); leaves hairy, entire, opposite and alternate; ray flowers yellow and disk flowers yellow to orange.",,::,3:24 MAR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,,,,2,140L0619F0309-30,WEB,2,10 YR 5/2,44133,ENCELIA,virginensis,2020,
'SOS-NV052-831,POGR5-SOS-NV052-831-CLARK-20,0.045,440105,0.103,POGR5,slender poreleaf,Porophyllum,gracile,,,,,Porophyllum gracile,ASTERACEAE,POGR5,5/7/2020,NV052-831,831,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,El Dorado Mountains,North Powerline Road,"From I-95 in Searchlight, turn E onto Cottonwood Cove Road and continue for 7 miles. Turn N onto N. Powerline Road (the first left dirt road after the National Parks Service kiosk) and continue for 1.6 miles. Population is in sandy areas on both sides of the road.","35°29' 40.9884"" N","114°49' 11.4492"" W",35.49471,-114.81984,GPS,NAD83,2592,FT,BLM,Chamaesyce polycarpa:Ambrosia salsola:Antheropeas wallacei:Rafinesquia neomexicana:Encelia farinosa:Eriogonum fasciculatum:Adenophyllum cooperi,None,valley,3,S,A3146 CEGL003065 Teddy-bear Cholla Shrubland,"recreation, energy",felsic phaneritic intrusive rocks,Sand,75,300+,1,P,Plant odorous and glandular. Stems are blue-green to purple with a glabrous and waxy texture. Leaves are linear and waxy. Inflorescence contains compound disk flowers and zero ray flowers. Flowers enclosed with gland-studded phyllaries.,,::,"3:01 APR 2020:Smithsonian, Utah Valley University Herbarium, Las Vegas Bureau of Land Management Field Office",,,,,2,140L0619F0309-31,WEB,1,10 YR 4/3,44133,POROPHYLLUM,gracile,2020,
'SOS-NV052-832,SADO4-SOS-NV052-832-CLARK-20,0.0853,135548,0.3346,SADO4,purple sage,Salvia,dorrii,,,,,Salvia dorrii,LAMIACEAE,SADO4,5/7/2020,NV052-832,832,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,El Dorado Mountains,sandy wash W of Copper Mountain,"From I-95 in Searchlight, turn E onto Cottonwood Cove Road and continue for 7 miles. Turn N onto N. Powerline Road (the first left dirt road after the National Parks Service kiosk) and continue for 5.1 miles. Turn E (right) onto the sandy wash road towards Copper Mountain and continue for 0.6 miles. Population is in wash on both sides of road.","35°31' 59.1564"" N","114°50' 46.1868"" W",35.53309,-114.84616,GPS,NAD83,3228,FT,BLM,Xylorhiza tortifolia:Larrea tridentata:Ambrosia dumosa:Eriogonum fasciculatum:Antheropeas wallacei:Chaenactis sp.:Salvia columbariae,None,wash,5,E,A3146 CEGL003065 Teddy-bear Cholla Shrubland,recreation,felsic phaneritic intrusive rocks,Sand,50,200+,1,P,"Woody at base, stems peeling; lanceolate leaves are green-grey and aromatic; flowers blue to purple in terminal bunches. Inflorescence consists of spike-like clusters of bilaterally symmetric flowers.",,::,"3:20 APR 2020:Smithsonian, Utah Valley University Herbarium, Las Vegas Bureau of Land Management Field Officeû",,,43978,,2,140L0619F0309-32,WEB,2-3,7.5 YR 4/2,44133,SALVIA,dorrii,2020,
'SOS-NV052-833,XYTO2-SOS-NV052-833-CLARK-20,0.048,321246,0.1411,XYTO2,Mojave woodyaster,Xylorhiza,tortifolia,,,,,Xylorhiza tortifolia,ASTERACEAE,XYTO2,5/7/2020,NV052-833,833,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,El Dorado Mountains,sandy wash W of Copper Mountain,"From I-95 in Searchlight, turn E onto Cottonwood Cove Road and continue for 7 miles. Turn N onto N. Powerline Road (the first left dirt road after the National Parks Service kiosk) and continue for 5.1 miles. Turn E (right) onto the sandy wash road towards Copper Mountain and continue for 1.2 miles. Population is on N side of road on rocky, E-facing slope.","35°31' 56.1684"" N","114°31' 56.1684"" W",35.53226,-114.53226,GPS,NAD83,3032,FT,BLM,Mirabilis laevis:Sphaeralcea ambigua:Lepidium fremontii:Nicotiana obtusifolia:Encelia sp.:Eriogonum fasciculatum:Ambrosia dumosa,None,mountain,14,E,A3146 CEGL003065 Teddy-bear Cholla Shrubland,recreation,proterozoic basement rocks- felsic phaneritic intrusive rocks,Other : clay loam,70,200,1.5,P,"Stems branching at base; leaves are linear or lanceolate with pointed tips and spiny edges. Leaf surfaces are hairy and glandular. Ray flowers purple to white, disk flowers yellow.",,::,"3:01 APR 2020:Smithsonian, Utah Valley University Herbarium, Las Vegas Bureau of Land Management Field Office",,,,,2,140L0619F0309-33,WEB,1-2,10 YR 3/3,44133,XYLORHIZA,tortifolia,2020,
'SOS-NV052-834,LEFR2-SOS-NV052-834-CLARK-20,0.0378,333284,0.136,LEFR2,desert pepperweed,Lepidium,fremontii,,,,,Lepidium fremontii,BRASSICACEAE,LEFR2,5/7/2020,NV052-834,834,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,El Dorado Mountains,Wash W of Copper Mountain,"From I-95 in Searchlight, turn E onto Cottonwood Cove Road and continue for 7 miles. Turn N onto N. Powerline Road (the first left dirt road after the National Parks Service kiosk) and continue for 5.1 miles. Turn E (right) onto the sandy wash road towards Copper Mountain and continue for 1.2 miles. Population is on N side of road on steep rocky slopes.","35°31' 56.1684"" N","114°50' 8.9052"" W",35.53226,-114.8358,GPS,NAD83,3032,FT,BLM,Mirabilis laevis:Sphaeralcea ambigua:Xylorhiza tortifolia:Nicotiana obtusifolia:Encelia sp.:Eriogonum sp.:Ephedra sp.,None,Mountain,14,E,A3146 CEGL003065 Teddy-bear Cholla Shrubland,Recreation,Proterozoic basement rocks- Felsic phaneritic intrusive rocks,Other : Clay loam,50,400,2,P,Base woody; leaves pinnately lobed and linear; white flowers forming in a raceme; fruits wide and winged. Stems are gray and sprawling.,,::,"3:16 MAR 2020:Smithsonian, Utah Valley University Herbarium, Las Vegas Bureau of Land Management Field Office",,,,,2,140L0619F0309-34,WEB,2-3,10 YR 3/3,44133,LEPIDIUM,fremontii,2020,
'SOS-NV052-835,PHCR3-SOS-NV052-835-CLARK-20,0.027,414776,0.1093,PHCRC3,cleftleaf wildheliotrope,Phacelia,crenulata,,,var.,crenulata,Phacelia crenulata var. crenulata,HYDROPHYLLACEAE,PHCRC3,5/5/2020,NV052-835,835,NV052,,"Depies, M.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,El Dorado Mountains,E of HWY95 @ intersection of Eldorado Valley Dr.,"Follow HWY 95-S from Las Vegas to Eldorado Valley, where Eldorado Valley Drive intersects HWY, head E(left) on gravel RD to shoot range area, Pop. follows gravel/rocky slopes N of road.","35°47' 27.6"" N","114°55' 43.3"" W",35.791,-114.92869,GPS,NAD83,220189,FT,BLM,Chorizanthe rigida:Ambrosia dumosa:Senna armata:Larrea tridentata:Eriogonum inflatum:Amsinckia sp.:Cylindropuntia sp.:Cylindropuntia acanthocarpa:Schismus sp.:Opuntia basilaris:Chaenactis sp.:Eriogonum fasciculatum var. polifolium,None,Rocky hillside,25,"SE, S",Rocky/ Desert pavement slope w/ creosote and bursage,Shooting sites nearby,Alluvium,Other : clay loam,1562,"> 5,000",2,P,Annual; purple corolla; stem glandular throughout,,Erin Riggs:From pressed specimen on another date:,"3:16 MAR 2020:National Herbarium at the Smithsonian ûûRegional Herbarium:ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium:ûSouthern Nevada District Officeû4701 North Torrey PinesûLas Vegas, NV 89130",,,,,2,,WEB,"6-18""","10YR 3/3, wet",44180,PHACELIA,crenulata,2020,
'SOS-NV052-836,MAGL3-SOS-NV052-836-CLARK-20,0.0049,2328542,0.0194,MAGL3,smooth desertdandelion,Malacothrix,glabrata,,,,,Malacothrix glabrata,ASTERACEAE,MAGL3,5/6/2020,NV052-836,836,NV052,,"Depies, M.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Eldorado Valley,Cactus mine,"From Las vegas, follow 95-s towards searchlight. In Eldorado valley, head E on Nelson Cutoff road. The population follows gravel roads and follows powerline Rd south of nelson cutoff rd.","35°37' 34.61"" N","114°54' 16.63"" W",35.62628,-114.90461,GPS,NAD83,3196,FT,BLM,Baileya multiradiata:Opuntia basilaris:Larrea tridentata:Ambrosia dumosa:Anisocoma acaulis:Acamptopappus sphaerocephalus:Yucca schidigera:Rafinesquia neomexicana:Chaenactis sp.,None,valley,5,W,creosote/ bursage scrub,none,Alluvium,: sandy loam,1069,">10,000",200,P,Yellow ray flowers; annual; leaves mostly red and wilted by the time of flowering,,Erin Riggs:From pressed specimen on another date:,"3:13 MAR 2020:National Herbarium at the Smithsonian ûûRegional Herbarium:ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium:ûSouthern Nevada District Officeû4701 North Torrey PinesûLas Vegas, NV 89130",,,43963,,2,,WEB,"10""","10YR 3/6, wet",44180,MALACOTHRIX,glabrata,2020,
'SOS-NV052-837,SPAM2-SOS-NV052-837-CLARK-20,0.052,242644,0.1869,SPAM2,desert globemallow,Sphaeralcea,ambigua,,,,,Sphaeralcea ambigua,MALVACEAE,SPAM2,5/7/2020,NV052-837,837,NV052,,"Depies, M.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,"Eldorao mtns, E of searchlight",,"From Searchlight, NV, head E on cottonwood Cove Rd. Just past fee station, head N on a powerline Rd and continue until an established Rd heads E toward Lake Mojave. Population follows rocky slopes/ outcrops along wash.","35°31' 56.6"" N","114°50' 16.2"" W",35.53238,-114.83783,GPS,NAD83,2976.47,FT,BLM,Ambrosia dumosa:Encelia farinosa:Larrea tridentata:Xylorhiza tortifolia:Lepidium fremontii:Nicotiana sp.:Eriogonum fasciculatum:Phacelia crenulata var. crenulata:Nicotiana obtusifolia,none,Rocky Mountain slopes,25-50,S,Creosote/ bursage on Rocky steep slope,Old mining claims in area,"Porophyritic Rapakivi granite, Proterozoic Gneiss and schist",Other : sandy loam,446,500,15,P,orange flowers,,Erin Riggs:From pressed specimen on another date:,"3:13 MAR 2020:National Herbarium at the Smithsonian ûûRegional Herbarium:ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium:ûSouthern Nevada District Officeû4701 North Torrey PinesûLas Vegas, NV 89130",,,43963,,2,,WEB,2,"10 YR 3/4, wet",44180,SPHAERALCEA,ambigua,2020,
'SOS-NV052-838,ENFA-SOS-NV052-838-CLARK-20,0.0366,355207,0.1276,ENFA,brittlebush,Encelia,farinosa,,,,,Encelia farinosa,ASTERACEAE,ENFA,5/7/2020,NV052-838,838,NV052,,"Depies, M.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,El Dorado Mtns E of searchlight,,"From searchlight, NV, head E on Cottonwood cove Rd, just past fee station, head N on powerline Rd. Follow N until reaching an established Rd that goes E towward lake Mojave. Population follows S facing slopes along wash road.","35°31' 56.6"" N","114°50' 16.2"" W",35.53238,-114.83783,GPS,NAD83,2976.4,FT,BLM,Ambrosia dumosa:Eriogonum fasciculatum:Phacelia crenulata var. crenulata:Larrea tridentata:Sphaeralcea ambigua:Xylorhiza tortifolia:Lepidium fremontii:Nicotiana obtusifolia:Lupinus sp.,none,Rocky Mountain outcrops,25-50,S,Rocky granite slopes adjacent to a mountain wash,Old mining claims in area,"Porophyritic Rapakivi granite, Proterozoic Gneiss and schist",Other : sandy loam,173,600,40,P,"Yellow ray and disc flowers, heads in clusters, and leaves a silver-gray",,Erin Riggs:From pressed specimen on another date:,"3:13 MAR 2020:National Herbarium at the Smithsonian ûûRegional Herbarium:ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium:ûSouthern Nevada District Officeû4701 North Torrey PinesûLas Vegas, NV 89130",,,43963,,2,,WEB,2,"10YR 3/4, wet",44180,ENCELIA,farinosa,2020,
'SOS-NV052-839,GISC-SOS-NV052-839-CLARK-20,0.0158,717040,0.0632,GISC,rock gilia,Gilia,scopulorum,,,,,Gilia scopulorum,POLEMONIACEAE,GISC,4/8/2020,NV052-839,839,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,River Mountains,N Enduro Canyon,"From highway I-11 S (95 S), take Exit 17 onto Wagonwheel Drive. Turn left onto Wagonwheel Drive. Continue on Wagonwheel Drive for 0.7 miles. At this point Wagonwheel drive turns into Foothills Drive heading north. Continue on Foothills Drive for 1 mile to reach a parking lot for the bike path. From the parking lot, continue over the bike path onto a dirt road. Continue for 0.4 miles, turn southeast (left), continue 400 feet, and turn sharply north (right). Head north for 0.3 miles and turn east (right) to reach parking area. Population found on steep southwestern slopes along first 0.5 miles of foot trail.","36°0 56.1708"" N","114°54' 43.9524"" W",36.0156,-114.9122,GPS,NAD83,2323,FT,BLM,Sphaeralcea ambigua:Eriogonum pusillum:Mentzelia involucrata:Phacelia crenulata:Lotus strigosus:Encelia farinosa:Lepidium fremontii:Perityle emoryi:Opuntia basilaris,None,Backslope,13,W,A3278 CEGL005145 Creosotebush Shrubland,Recreation,Younger rhyolitic flows and shallow intrusive rocks,Other : Sandy loam,500,1000+,2,P,"Corolla pink, violet, or white with 5 pointed lobes. Pedicels and calyces are covered by hairs.",,::,3:26 MAR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,,43944,,2,140L0619F0309-35,WEB,0.4-1.2,10 YR 3/4,44133,GILIA,scopulorum,2020,
'SOS-NV052-840,CHCAC-SOS-NV052-840-CLARK-20,0.0094,1210891,0.0374,CHCAC,pebble pincushion,Chaenactis,carphoclinia,,,var.,carphoclinia,Chaenactis carphoclinia var. carphoclinia,ASTERACEAE,CHCAC,5/6/2020,NV052-840,840,NV052,,"Calvillo, S., Champiny, R., Duval, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Eldorado Mountains,"N Eldorado Mountains, S of SR-165","From E. Cottonwood Cove Road and US Rte. 95 intersection in Searchlight, NV head N onto US Rte. 95 for 26 miles. Then turn E onto SR-165 and continue for 1.76 miles. Then turn SW onto an unmarked dirt road and continue for approximately 0.25 miles. Turn SE onto another unmarked dirt road and continue for .5 miles to where you will find the center of the population.","35°48' 40.5"" N","114°54' 19.5984"" W",35.81125,-114.90544,GPS,WGS84,2306.4,FT,BLM,Senegalia greggii:Amsinckia tessellata:Rafinesquia neomexicana:Xylorhiza tortifolia:Eschscholzia glyptosperma:Camissonia brevipes:Larrea tridentata:Ambrosia dumosa:Hymenoclea salsola,,Hill,2,NW,CEGL002954 Larrea tridentata - Ambrosia dumosa Shrubland,Recreation,"Alluvium, undifferentiated",: Sandy loam,1062,10000,6,P,,,::,"3:07 MAY 2020:Smithsonian, Utah Valley University, BLM Southern Nevada District Office",,,43958,,,140L0619F0318-12,WEB,0.69,"Dry: 7.5YR 5/3, Wet: 7.5YR 4/4",44125,CHAENACTIS,carphoclinia,2020,
'SOS-NV052-841,BEJU-SOS-NV052-841-CLARK-20,0.069,637078,0.0711,BEJU,sweetbush (Chuckwalla's delight),Bebbia,juncea,,,var.,aspera,Bebbia juncea var. aspera,ASTERACEAE,BEJUA,5/11/2020,NV052-841,841,NV052,,"Calvillo, S., Champiny, R., Duval, A.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,North Dead Mountains Wilderness Area,,"From E. Cottonwood Cove Road and US Rte. 95 intersection in Searchlight, NV head S on US Rte 95. Continue for 19 miles. Then turn E onto NV-163. Continue for 3.8 miles. Turn S onto unmarked dirt road and continue for 5.19 miles. After 5.19 miles you will come to a fork in the road. Fork SW and continue for 1.05 miles. You will come to an intersection: turn W and continue for 3.7 miles. Then turn S and continue for .81 miles where you will find center of population.","35°5' 12.6996"" N","114°44' 0.7116"" W",35.08686,-114.73353,GPS,WGS84,1824.1,FT,BLM,Senegalia greggii:Encelia farinosa:Hymenoclea salsola:Amsinckia tessellata:Psorothamnus arborescens,,Wash,4,SE,CEGL005391 Bebbia juncea Shrubland,Recreation,Felsic phaneritic intrusive rocks,Sand,120,500,2,P,,,::,"3:05 MAY 2020:Smithsonian, Utah Valley University, BLM Southern Nevada District Office û",,,43970,43979,,140L0619F0318-13,AEL,2.5,"Wet: 10YR 5/2, Dry: 10YR 4/2",44130,BEBBIA,juncea,2020,
'SOS-NV052-842,ASPL2-SOS-NV052-842-CLARK-20,0.1252,79794,0.5684,ASPRL2,Preuss' milkvetch,Astragalus,preussii,,,var.,laxiflorus,Astragalus preussii var. laxiflorus,FABACEAE,ASPRL2,5/12/2020,NV052-842,842,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Gale Hills,W of West End Wash,"From Hwy 147 (E Lake Mead Blvd), turn E (left) onto Northshore Rd and continue for 10 miles. Turn N (left) into West End Wash and continue for 2 miles. Turn W (left into an unnamed wash towards Gale Hills and continue into the canyon for 1.2 miles. Population found on hills and in gullies of canyon.","36°13' 12"" N","114°45' 8"" W",36.22,-114.75222,GPS,NAD83,2100,FT,BLM,Lepidium fremontii:Geraea canescens:Plantago ovata:Sphaeralcea ambigua:Atriplex hymenelytra:Eriogonum inflatum:Mentzelia tricuspis,None,Canyon,6,E,A3277 CEGL005758 Larrea tridentata - Ambrosia dumosa - Atriplex hymenelytra Desert Shrubland,Recreation,Conglomerate and clastic rocks,Other : Sandy loam,115,1000,1,P,Upper petals are light pink-purple. Calyx purple-red. Wide banner arching upwards. Leaves are pinnate with 5-25 leaflets. Odorous.,,::,3:04 MAR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,,,,2,140L0619F0309-36,WEB,3,2.5 YR 4/4,44133,ASTRAGALUS,preussii,2020,
'SOS-NV052-843,LEFR2-SOS-NV052-843-CLARK-20,0.0087,1194312,0.0379,LEFR2,desert pepperweed,Lepidium,fremontii,,,,,Lepidium fremontii,BRASSICACEAE,LEFR2,5/12/2020,NV052-843,843,NV052,,"Battista, C., Fitz, E., Ubalde, R.",US,14E,Mojave Basin and Range (Omernik),Nevada,Clark,Gale Hills,W of West End Wash,"From Hwy 147 (E Lake Mead Blvd), turn E (left) onto Northshore Rd and continue for 10 miles. Turn N (left) into West End Wash and continue for 2 miles. Turn W (left into an unnamed wash towards Gale Hills and continue into the canyon for 1.2 miles. Population found on hills and in gullies of canyon.","36°13' 12"" N","114°45' 8"" W",36.22,-114.75222,GPS,NAD83,2100,FT,BLM,Astragalus preussii:Plantago ovata:Sphaeralcea ambigua:Eriogonum inflatum:Eriogonum inflatum:Atriplex hymenelytra:Geraea canescens,None,Canyon,6,E,A3277 CEGL005758 Larrea tridentata - Ambrosia dumosa - Atriplex hymenelytra Desert Shrubland,Recreation,Conglomerate and clastic rocks,Other : Sandy loam,50,100+,1,P,"Base woody, stems are gray and sprawling. Leaves pinnately lobed and linear. Small flowers (1/4 inch in diameter) with yellow center. Flowers form dense, spherical clusters. Four white petals. Four yellow-green obovate sepals. Fruits wide and winged.",,::,3:04 MAR 2020:SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,,43983,,2,R-140L0619F0309-3,WEB,1-2,2.5 YR 4/4,44133,LEPIDIUM,fremontii,2020,
