Source Lot,Source Code,Lbs Shipped,Seeds/Lb,100-Seed Wt (G),Species Code,Common Name,Genus,Species,label ss,SubSpecies,label var,Variety,NAME,FAMILY,ABBREV_NAME,COLL_DT,ACC_NUM,COLL_NUM,COLL_ID,COLLECTOR,COLLECTED_WITH,COUNTRY_CODE,PHYTOREGION,PHYTOREGION_FULL,SUB_CNT1,SUB_CNT2,SUB_CNT3,GEOG_AREA,LOCALITY,LATITUDE,LONGITUDE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,GEOREF_SOURCE,GPS_DATUM,ALTITUDE,ALTITUDE_UNIT,LAND_OWNER,ASSOCIATED_TAXA_FULL,USER2,GEOMORPHOLOGY,SLOPE,ASPECT,HABITAT,USER1,GEOLOGY,SOIL_TYPE,COLLECTION_MISC,POPULATION_SIZE,OCCUPANCY,SEED_SOURCE,DESCRIPTION,USER3,USER4,USER5,KEYWORD,PSOURCE_FULL,SECOND_COLL_DT,DATE_AS_GIVEN,USER10,SECONDARY_ID,CREATED_BY,USER8,USER9,ACC_DT,GENUS,SPECIES,COLL_YR,MISC
'SOS-CA370-281,APAN2-SOS-CA370-281-MODOC-21,0.0069," 2,860,025 ",0.0158,APAN2,spreading dogbane,Apocynum,androsaemifolium,,,,,Apocynum androsaemifolium,APOCYNACEAE,APAN2,9-Sep-21,CA370-281,281,CA370,,Jennifer Mueller,US,80E,Northwestern Basin and Range (Omernik),California,Modoc,Surprise Field Station,"Warner Mountains, Fandango Pass","From Lake City, CA drive 10.7 miles north on CO RD 1. At CO RD 9, take a left onto CO RD 9 and start up Fandango Pass. Drive 1.5 up the road. The site is on both sides of CO RD 9.",,"120°11' 47.2810"" W",41.79781,-120.19646,GPS,NAD83,5432,FT,BLM,Poa secunda:Wyethia mollis:Purshia tridentata:Artemisia tridentata:Lomatium triternatum:Iris missouriensis:Asclepias speciosa:Pinus ponderosa,Grazed,Mountain,30-May,"N, NE, E, SE, S","Moderately deep well drained soils on mountains. The mean precipitation is 20 inches. Mixture of perennial grasses, pine woodland, and sagebrush scrubland. Pine, fir, and juniper present. Warner Mountain Ecoregion. Warnermount-Crazybird soil type association.",Range,Formed from residuum derived of volcanic rocks.,Other : Sandy Loam,72 plants sampled,500,6,P,"Widely branching, perennial plant with oval leaves and small clusters of pink, bell shaped flowers near the branch tips. The flowers are stripped on the inside with a darker pink. Milky sap exudes from broken stems and leaves.",,Jen Mueller,4,,,,2021,,,AEL,1,10 YR 5/3,12/8/2021,APOCYNUM,androsaemifolium,2021,
'SOS-CA370-282,ASSP-SOS-CA370-282-MODOC-21,0.1560," 75,703 ",0.5991,ASSP,showy milkweed,Asclepias,speciosa,,,,,Asclepias speciosa,ASCLEPIADACEAE,ASSP,31-Aug-21,CA370-282,282,CA370,,Jen Mueller,US,80E,Northwestern Basin and Range (Omernik),California,Modoc,Surprise Field Office,"Warner Mountains, Fandango Pass","From Lake City, CA drive 10.7 miles north on CO RD 1. At CO RD 9, take a left onto CO RD 9 and start up Fandango Pass. Drive 1.7 miles to the gate to Vaughn Canyon. The site is on both sides of CO RD 9.",,"120°11' 43.2867"" W",41.79704,-120.19535,GPS,NAD83,5331,FT,BLM,Poa secunda:Wyethia mollis:Purshia tridentata:Lomatium tracyi:Lomatium triternatum:Iris missouriensis:Apocynum androsaemifolium:Pinus ponderosa:Artemisia tridentata,Grazed,Mountain,30-May,"N, NE, E, SE",Sagebrush Steppe,Range,Formed from residuum derived from volcanic rock.,Other : Sandy Loam,85 plants sampled,105,6,P,"A hairy erect perennial with large, opposite arranged leaves. Fuzzy star-like pink to pinkish-purple flowers are arranged in thick umbels. The fruit is large and covered in soft spines.",,Jen Mueller,2,,,9/2/2021,9/7/2021,,,AEL,3,10 YR 5/3,12/8/2021,ASCLEPIAS,speciosa,2021,
'SOS-OR010-435,LECI4-SOS-OR010-435-LAKE-21,0.0350," 127,408 ",0.3560,LECI4,basin wildrye,Leymus,cinereus,,,,,Leymus cinereus,POACEAE,LECI4,28-Jun-21,OR010-435,435,OR010,,"V. Ruud, K. Antonio",US,80E,Northwestern Basin and Range (Omernik),Oregon,Lake,Alkali Valley,Alkali Buttes,"65 miles north of Lakeview, OR on route 395. Turn left on Bacon Camp Rd for 4 miles.","43°00 59.3964"" N","120°03' 03.0276"" W",43.01649,-120.05084,GPS,NAD83,4269.3,FT,BLM,Achnatherum hymenoides:Artemisia tridentata ssp. wyomingensis:Chrysothamnus viscidiflorus ssp. viscidiflorus:Chrysothamnus viscidiflorus:Hesperostipa comata ssp. comata:Tetradymia glabrata:Distichlis spicata:Bromus tectorum:Sarcobatus vermiculatus,Grazed,Footeslope,3,SW,Sagebrush Steppe,"Recreation, Hunting, Ohv, Grazing",Volcanic ash and eolian deposits derived from mixed volcanic rock,"Clay, Silt : Loam",474 plants sampled,800+,200,P,"Large, coarse, perennial bunchgrass, about 3 to 6 feet tall, 3 ft in diameter max. Leaf blades are 15 to 25 inches long, and flat, wide up to 3/4 inches. Long ligules. Inflorescence is dense and tall. Seed heads are 6 to 10 inches long, true unbranched spike, 2-7 spikelets per node. Spikelets are 9-25 mm long, glumes are awnless, smooth, keeled; lemma tips are acut or minimally awned; anthers are show in Spring/early Summer, 4-7 mm long.",,"V. Ruud, Lakeview BLM; K. Antonio, Lakeview BLM",3,,,7/26/2021,2021,2,,WEB,5-Mar,2.5Y 5/2,9/10/2021,LEYMUS,cinereus,2021,
'SOS-OR010-436,ACHY-SOS-OR010-436-LAKE-21,0.0339," 308,655 ",0.1469,ACHY,Indian ricegrass,Achnatherum,hymenoides,,,,,Achnatherum hymenoides,POACEAE,ACHY,29-Jun-21,OR010-436,436,OR010,,"K. Antonio, V. Ruud",US,80E,Northwestern Basin and Range (Omernik),Oregon,Lake,Alkali Valley,Alkali Buttes,"65 miles North of Lakeview, OR on route 395. Turn left on Bacon Camp Road, heading west for 4 miles.","43°00 59.4288"" N","120°03' 02.9412"" W",43.0165,-120.05081,GPS,NAD83,4273.9,FT,BLM,Leymus cinereus:Artemisia tridentata ssp. wyomingensis:Chrysothamnus viscidiflorus:Hesperostipa comata ssp. comata:Tetradymia glabrata:Distichlis spicata:Bromus tectorum:Sarcobatus vermiculatus,Grazed,Footeslope,3,NE,Juniper-Sagebrush Steppe,"Hunting, Grazing, Recreation, Ohv",Volcanic ash and eolian deposits derived from mixed volcanic rock,Clay Silt Loam,250 plants sampled,350,19,P,"Perennial bunchgrass with narrow, rolled leaf blades. Grows to about 1.5 ft tall, 1 foot wide diameter. Inflorescence is open, very airy, branching, spreading panicle with a single flower at the end of each hairlike branch. Lemmas are densely pilose, visible without magnification.",,"K. Antonio, Lakeview BLM; V. Ruud, Lakeview BLM",3,,,,2021,2,,AEL,2,2.5Y 5/2,10/27/2021,ACHNATHERUM,hymenoides,2021,
'SOS-OR010-438,ELEL5-SOS-OR010-438-LAKE-21,0.0204," 196,227 ",0.2311,ELEL5,squirreltail (Bottlebrush),Elymus,elymoides,,,,,Elymus elymoides,POACEAE,ELEL5,6-Jul-21,OR010-438,438,OR010,,V. Ruud,US,80E,Northwestern Basin and Range (Omernik),Oregon,Lake,Oatman Flat,Oatman West,"From Silver Lake, OR, head north on OR-31 for 9.3 miles. Turn left on the dirt road with Juniper trees off the highway, one Juniper tree is dedicated to Breast Cancer Awareness, the gate to the pasture is on the left.","43°13' 58.0440"" N","121°08' 37.3920"" W",43.23279,-121.14372,GPS,NAD83,4350,FT,BLM,Artemisia tridentata ssp. wyomingensis:Chrysothamnus viscidiflorus:Ericameria nauseosa:Juniperus occidentalis:Bromus tectorum:Lomatium triternatum:Eriogonum crosbyae:Linum lewisii:Centaurea solstitialis,,Footeslope,3,NE,Sagebrush Steppe,Grazing,Volcanic ash over residuum derived from volcanic rock such as basalt,Sand,60 plants sampled,200,1,P,"Perennial bunchgrass, stands about 1 foot tall, leaves are hairy (feel soft), inflorescence is 2 to 3 inches long, the awns turn a golden/purple color as seeds start maturing, awn stick out at a perpendicular angle from the stem when mature.",,"V. Ruud, Lakeview BLM; K. Antonio, Lakeview BLM",3,,,,2021,2,,WEB,1,10 YR 5/2,9/10/2021,ELYMUS,elymoides,2021,
'SOS-OR010-439,PSSP6-SOS-OR010-439-LAKE-21,0.0137," 187,391 ",0.2420,PSSP6,bluebunch wheatgrass,Pseudoroegneria,spicata,,,,,Pseudoroegneria spicata,POACEAE,PSSP6,14-Jul-21,OR010-439,439,OR010,,K. Antonio,US,80E,Northwestern Basin and Range (Omernik),Oregon,Lake,Juniper Mountain,Pasture along Bacon Camp Rd,"From Lakeview, OR, head north on US-395 for 65 miles. Turn right on Bacon Camp Road for 4.3 miles.","42°59' 47.5980"" N","119°57' 19.9944"" W",42.99655,-119.95555,GPS,NAD83,5159,FT,BLM,Leymus cinereus:Artemisia tridentata ssp. wyomingensis:Erigeron filifolius:Calochortus macrocarpus:Calochortus macrocarpus:Achnatherum hymenoides:Crepis acuminata:Chrysothamnus viscidiflorus:Elymus elymoides:Allium acuminatum:Poa secunda:Camassia quamash:Toxicoscordion venenosum:Achnatherum thurberianum:Bromus tectorum,Grazed,Lava plateaus,20,SE,Sagebrush Steppe,Grazing,"Old alluvium and colluvium derived from volcanic rock such as basalt, rhyolite, tuff, and andesite",Clay Silt Loam,726 plants sampled,2000+,16,P,Bunchgrass. Culms 1 to 2ft tall. Inflorescence is a true spike. Awns recurved to 90 degrees when spikelets have dried. Glumes are as wide and long as other floret structures.,,"C. Anderson, Lakeview BLM",3,,,7/19/2021,2021,2,,WEB,2,2.5Y 5/3,10/4/2021,PSEUDOROEGNERIA,spicata,2021,
'SOS-OR010-440,PUTR2-SOS-OR010-440-LAKE-21,0.1654," 27,284 ",1.6624,PUTR2,antelope bitterbrush,Purshia,tridentata,,,,,Purshia tridentata,ROSACEAE,PUTR2,28-Jul-21,OR010-440,440,OR010,,"K. Antonio, V. Ruud",US,80E,Northwestern Basin and Range (Omernik),Oregon,Lake,Lynch-Flynn,West Pasture,"From Lakeview, OR, head North on US-395 for 5 miles. Turn right on OR-140, heading east for 15.6 miles. Turn left on County Hwy 3-13/Plush Cutoff Rd, heading north for 6.4 miles. Turn left and park on dirt driveway surrounded by Purshia tridentata bushes.",,"120°03' 16.2144"" W",42.30089,-120.0545,GPS,NAD83,5610,FT,BLM,Artemisia arbuscula:Artemisia tridentata ssp. wyomingensis:Chrysothamnus viscidiflorus:Tetradymia canescens:Juniperus occidentalis:Elymus elymoides:Achnatherum thurberianum:Poa secunda:Poa bulbosa:Bromus tectorum,Grazed,Footeslope,5,"SE, S, SW",,"Grazing, Recreation",Colluvium derived from tuff and basalt,Sandy Clay Loam,181 plants sampled,900+,2,P,"Deciduous shrub growing 2 to 6 feet tall. Leaves are slender, 3 to 5 lobed, 5 to 20 mm long, waxy green color. Flowers are pale yellow with 5 petals, 6 to 8 mm long, and darker yellow anthers. Fruits are clusters of red berries with dry to become slender to bulbous, leathery achenes, 0.5 to 2cm long.",,"K. Antonio, Lakeview BLM; V. Ruud, Lakeview BLM",0,,,8/2/2021,8/3/2021,2,,WEB,6,7.5YR 3/2,10/5/2021,PURSHIA,tridentata,2021,
'SOS-CA650-133,AMTE3-SOS-CA650-133-KERN-21,0.0978,120824,0.3754,AMTE3,bristly fiddleneck,Amsinckia,tessallata,,,,,Amsinckia tessellata,BORAGINACEAE,AMTE3,5-May-21,CA650-133,133,CA650,,"Mirkes, M; Heine, M; Lisak, A",US,14E,Mojave Basin and Range (Omernik),California,Kern,Kiavah Wilderness,,"From Inyokern, take HWY 14 South for about 11.3 miles. Take a right onto dirt road going north west and follow for 5.7 miles. Keep left at the fork and continue NW for another 5 miles. Population is off of the road to the north, up slope about 200 ft.","35°34' 11.61"" N","118°05' 52.85"" W",35.56989,-118.09801,GPS,NAD83,4695,FT,BLM,Astragalus sp.:Erodium cicutarium:Bromus madritensis:Lycium cooperi:Yucca brevifolia:Ericameria sp.:Eriogonum deflexum:Mentzelia affinis:Chamaesyce albomarginata,Grazed,Foothill,15,SW,,Grazing/Recreation,"Plutonic rocks (Mesozoic) - Mesozoic granite, quartz monzonite, granodiorite, and quartz diorite",Sand,555 plants sampled,3000,0.5,P,"Plants densely hairy, flowers yellow with orange spots in throat",,"Mirkes, M; Heine, M; Lisak, A",3,,,5/10/2021,2021,2,,WEB,0.5,10YR 4/4,12/7/2021,AMSINCKIA,tessellata,2021,
'SOS-MD1-16,AMFI-SOS-MD1-16-MOHAVE-21,0.0049," 2,281,690.00 ",0.0198,AMFI,fringed amaranth,Amaranthus,fimbriatus,,,,,Amaranthus fimbriatus,AMARANTHACEAE,AMFI,22-Sep-21,MD1-16,16,MD1,,"Mirkes, M; Heine, M; Lisak, A",US,14E,Mojave Basin and Range (Omernik),Arizona,Mohave,Kingman Field Office,,"From Kingman, AZ, take Hualapai Mountain Rd (HWY 147) southeast for 4.7 miles. Turn left going north onto dirt road, crossing over cattle guard and past BLM information sign. Continue north on dirt road for 0.3 miles. Population is right off of road to the east",,"113°57' 33.45"" W",35.16665,-113.95929,GPS,NAD83,4266,FT,BLM,Yucca baccata:Gutierrezia sarothrae:Pectis papposa:Opuntia basilaris:Cylindropuntia sp.:Acacia greggii:Parkinsonia microphylla,Grazed,Foothills,3,"N, NW",TAENIATHERUM caput-medusae/ARTEMISIA tridentata dominated habitat *OR does not have ecological site descriptions or soil mapping,"Grazing, Dispersed Camping, Recreation","Early Proterozoic Metamorphic Rocks - Undivided metasedimentary, metavolcanic, and gneissic rocks",Sand,2086 plants sampled,"10,000+",5,P,,,"Mirkes, M; Heine, M; Lisak, A",3,,,,2021,2,,WEB,2,"Dry: 10YR 5/3, Wet: 7.5YR 3/2",12/7/2021,AMARANTHUS,fimbriatus,2021,
'SOS-ID130-34,BASA3-SOS-ID130-34-MALHEUR-21,0.1921," 59,010 ",0.7686,BASA3,arrowleaf balsamroot,Balsamorhiza,sagittata,,,,,Balsamorhiza sagittata,ASTERACEAE,BASA3,7-Jun-21,ID130-34,34,ID130,,T. Steltz & K. Pollard,US,80E,Northwestern Basin and Range (Omernik),Oregon,Malheur,North of Jordan Creek Canyon,Hillside North of Cow Lakes Rd,"From the town Jordan Valley take Hwy 95 for five (5) miles to Danner Rd, then two and a half (2.5) miles till Lower Cow Creek Rd. Population in two (2) miles on North side of road.","43°0 15.3252"" N","117°13' 37.8696"" W",43.00425,-117.22718,GPS,NAD83,4361,FT,BLM,Taeniatherum caput-medusae:Artemisia tridentata:Lupinus sp.:Pseudoroegneria spicata:Bromus sp.:Penstemon deustus:Eriogonum ovalifolium:Lewisia rediviva,Grazed,Low hill,30,"S, SW",TAENIATHERUM caput-medusae/ARTEMISIA tridentata dominated habitat *OR does not have ecological site descriptions or soil mapping,Grazing,Basaltic Lava Flow,Other : Sandy Clay Loam,200 plants sampled,>500,1,P,"Bright yellow flowers, deep lobes on arrow-shaped leaves, no leaves on stalks, two foot long taproot.",,"Jessa Davis, BLM.",4,,,,2021,,,WEB,2,2.5/2 5YR,8/11/2021,BALSAMORHIZA,sagittata,2021,
'SOS-ID130-35,BASA3-SOS-ID130-35-MALHEUR-21,0.2053," 55,216 ",0.8214,BASA3,arrowleaf balsamroot,Balsamorhiza,sagittata,,,,,Balsamorhiza sagittata,ASTERACEAE,BASA3,8-Jun-21,ID130-35,35,ID130,,T. Steltz & K. Pollard,US,80E,Northwestern Basin and Range (Omernik),Oregon,Malheur,Spring Mountian,Mahogany Gap Road,"From Hwy 95 near Idaho/Oregon border, take Succor Creek Rd. 2.5 miles to Mahogany Gap Rd.; Continue five (5) miles south on Mahogany Gap Rd. to population on west side of road","43°11' 30.3288"" N","117°11' 0.5712"" W",43.19175,-117.18349,GPS,NAD83,4807,FT,BLM,Taeniatherum caput-medusae:Elymus elymoides:Artemisia tridentata:Lupinus sp.:Pseudoroegneria spicata:Poa secunda:Bromus tectorum:Lactuca serriola:Eriogonum ovalifolium,Grazed,Low hill,30,"S, SW",ARTEMISIA tridentata/PSSP6 dominated habitat *OR does not have ecological site descriptions or soil mapping,Grazing,N/A,Other : Sandy Clay,300 plants sampled,>1000,1,P,"Bright yellow flowers, deep lobes on arrow-shaped leaves, no leaves on stalks, two-foot long tap root.",,"Jessa Davis, BLM.",4,,,,2021,,,WEB,2,2/2 10YR,8/11/2021,BALSAMORHIZA,sagittata,2021,
'SOS-ID130-36,PESP-SOS-ID130-36-MALHEUR-21,0.0224," 548,621 ",0.0826,PESP,royal penstemon,Penstemon,speciosus,,,,,Penstemon speciosus,SCROPHULARIACEAE,PESP,28-Jun-21,ID130-36,36,ID130,,T. Steltz & K. Pollard,US,80E,Northwestern Basin and Range (Omernik),Oregon,Malheur,Juniper Basin,East of Selle Gap,"Route 20 crosses through the town Juntura, take Juntura Riverside Road for 8 miles, population mostly between road and Selle Gap, the Northwest section of Juniper Basin.","42°39' 4.2"" N","118°43' 51.8"" W",42.65116,-118.73105,GPS,NAD83,5412,FT,BLM,Juniperus occidentalis:Artemisia tridentata:Erigeron pumilus:Eriogonum microthecum:Chaenactis douglasii:Pseudoroegneria spicata:Poa secunda:Elymus elymoides:Crepis acuminata:Machaeranthera canescens:Sphaeralcea munroana:Cleome lutea,Grazed,Alluvial fan,10,E,ARTEMISIA tridentata/PSSP6 dominated habitat *OR does not have ecological site descriptions or soil mapping,Grazing/Recreation,Colluvium,Other : Loamy Sand,550 plants sampled,>4000,10,P,"Blue to purple flower color, oblong leaves, tall erect talks, 1-10 stalks per plant, many seeds per capsule.",,"Jessa Davis, BLM.",4,,,6/29/2021,2021,,,WEB,2,3/3 10YR,8/11/2021,PENSTEMON,speciosus,2021,
'SOS-ID130-37,PSSP6-SOS-ID130-37-MALHEUR-21,0.0878," 129,171 ",0.3511,PSSP6,bluebunch wheatgrass,Pseudoroegneria,spicata,,,,,Pseudoroegneria spicata,POACEAE,PSSP6,30-Jun-21,ID130-37,37,ID130,,T. Steltz & K. Pollard,US,80E,Northwestern Basin and Range (Omernik),Oregon,Malheur,North of Jordan Creek Canyon,Low hill W-NW of road to Cow Lakes,"From Jordan Valley take Hwy 95 to Danner Rd, the Lower Cow Creek Rd. for 3.5 miles. Population on hill, north side of road.","43°0 37.932"" N","117°15' 20.728"" W",43.01053,-117.25575,GPS,NAD83,4400,FT,BLM,Artemisia tridentata:Bromus sp.:Lupinus sp.:Allium acuminatum:Eriogonum ovalifolium:Cirsium undulatum:Lactuca serriola,Grazed,Low hill,25,SE,Old lava slow that has gone under a fair amount of succession. *OR does not have ecological site descriptions or soil mapping,Grazing,Basaltic lava flows,Other : Sandy Clay Loam,200+,>500,6,P,"Seeds opposite with little overlap, awns bent 90 degrees, individuals rarely grow on top of each other.",,"Jessa Davis, BLM.",4,,,7/1/2021,2021,,,WEB,3-Jan,2.5/1 5YR,8/16/2021,PSEUDOROEGNERIA,spicata,2021,
'SOS-ID130-38,PHHA-SOS-ID130-38-MALHEUR-21,0.0177," 632,283 ",0.0717,PHHA,silverleaf phacelia,Phacelia,hastata,,,,,Phacelia hastata,HYDROPHYLLACEAE,PHHA,8-Jul-21,ID130-38,38,ID130,,T. Steltz & K. Pollard,US,80E,Northwestern Basin and Range (Omernik),Oregon,Malheur,North of Jordan Creek Canyon,Both sides of Road to Cow Lakes,"From the town Jordan Valley take Hwy 95 for five (5) miles to Danner Rd, then two and a half (2.5) miles till Lower Cow Creek Rd. Populations begins in half a mile and continues for seven (7) miles. Populations flourishing on volcanic flows.","42°59' 16.663"" N","117°12' 10.806"" W",42.98796,-117.203,GPS,NAD83,4400,FT,BLM,Penstemon deustus:Artemisia tridentata:Bromus sp.:Ericameria nauseosa:Sphaeralcea sp.,Grazed,Valley/old volcano/lava field,0-90,SE,Wet meadow amongst a mixed conifer/oak forest,Grazing/Recreation,Basaltic lava flow,Other : Clay Loam,1000+,>10000,10+,P,"White flowers on scorpioid stalks, hairs on leaves/stalks/flowers, parallel venation on leaves.",,"Jessa Davis, BLM.",4,,,7/9/2021,07/10-07/14/21,,,WEB,0.5,2.5/2 5YR,8/16/2021,PHACELIA,hastata,2021,
'SOS-CA360-191,HAAL2-SOS-CA360-191-TRINITY-21,0.1454," 80,434.00 ",0.5639,HAAL2,white rushlily,Hastingsia,alba,,,,,Hastingsia alba,HYACINTHACEAE,HAAL2,21-Jul-21,CA360-191,191,CA360,,Katie Reisinger,US,78E,Klamath Mountains/California High North Coast Range (Omernik),California,Trinity,Oregon Mountain,BLM parcel 9,"Walk up old road bed, in wet meadow ~150 meters north of the road bed","40°43' 33.3485"" N","122°57' 56.2897"" W",40.72593,-122.96563,GPS,WGS84,2564,FT,BLM,Rubus armeniacus:Juncus effusus var. pacificus:Arbutus menziesii:Rubus laciniatus,Trampled:deer/bear habitat,"Mountain slope, wet meadow",10,E,Valley oak riparian,"Undeveloped, Forest Management","Dougcity-Demogul Complex, Colluvium derived from mica schist and/or residuum weathered from mica schist",Other : Loam,1000 plants sampled,5000,1,P,"Dense inflorescence, white flowers",,Katie Reisinger and Brooke Thompson,0,,,,2021,,,WEB,3,dark yellowish brown,9/20/2021,HASTINGSIA,alba,2021,
'SOS-CA360-192,CEOR9-SOS-CA360-192-TEHAMA-21,0.5739," 20,378.00 ",2.2258,CEOR9,California redbud,Cercis,orbiculata,,,,,Cercis occidentalis,FABACEAE,Cercis occidentalis,29-Jul-21,CA360-192,192,CA360,,"Katie Reisinger, Brooke Thompson, Steve Laymon",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,Tehama,BLM Sacramento River Bend Area,Paynes Creek Crossing Trailhead,Bend water users diversion off of Paynes Creek- go until dirt road ends,,"122°10' 02.3971"" W",40.28047,-122.16733,GPS,WGS84,329,FT,BLM,Aristolochia californica:Toxicodendron diversilobum:Cephalanthus occidentalis:Fraxinus latifolia:Acer negundo:Quercus lobata,,Floodplain of paynes creek,5,SE,Dry sandy/gravel mountain roadside,Conservation,TgD - Toomes very rocky loam,Other : Sandy Clay Loam,50 plants sampled,60,0.5,P,"Green heart shaped leaves, dried seed pods, opposite branching",,Brooke Thompson,3,,,9/10/2021,9/24/2021,,,WEB,15,brown,9/27/2021,CERCIS,occidentalis,2021,
'SOS-CA360-193,ERNUP4-SOS-CA360-193-TRINITY-21,0.0160," 397,128.00 ",0.1142,ERNUP4,naked buckwheat,Eriogonum,nudum,var.,pubiflorum,,,Eriogonum nudum var. pubiflorum,POLYGONACEAE,ERNUP4,2-Aug-21,CA360-193,193,CA360,,Katie Reisinger,US,78E,Klamath Mountains/California High North Coast Range (Omernik),California,Trinity,Grass Valle Creek,,"2 miles past first gate off of highway 299, shortly after driving over the bridge",,"122°44' 08.7204"" W",40.60351,-122.73575,GPS,WGS84,3156,FT,BLM,Hypericum perforatum:Ceanothus cordulatus:Kelloggia galioides,N/a,Mountain slope,30,SW,Grassland/openings in chaparral woodland,Road Side,"Valcreek-minersville-choop complex, Colluvium derived from granite and/or residuum weathered from granite",Other : Gravelly Loamy Coarse Sand,50 plants sampled,500,0.5,P,"Basal leaves tomentose abaxially, perianth white/yellow",,Katie Reisinger,3,,,,2021,0,,WEB,3,light brown/tan,9/20/2021,ERIOGONUM,nudum,2021,
'SOS-CA360-194,LAGL-SOS-CA360-194-TEHAMA-21,0.0089," 412,288.00 ",0.1100,LAGL,glandular hareleaf,Lagophylla,glandulosa,,,,,Lagophylla glandulosa,ASTERACEAE,LAGL,10-Aug-21,CA360-194,194,CA360,,"Katie Reisinger, Brooke Thompson",US,6E,Central California Foothills and Coastal Mountains (Omernik),California,Tehama,BLM Sacramento River Bend Area,Paynes Creek Crossing Trailhead,"Paynes Creek Crossing Trailhead, walk up dirt road",,"122°10' 41.8538"" W",40.27781,-122.17829,GPS,WGS84,369,FT,BLM,Clarkia purpurea:Avena barbata:Eriogonum nudum var. pubiflorum,,Floodplain of paynes creek,2,SE,"Grassy, open, disturbed area on edges of gravel road",Conservation,"Km - Keefers loam,alluvium derived from igneous rock",Other : Loam,200 plants sampled,"5,000",1,P,"Leaves distally glandular, heads in panicle-like clusters, toothing in three at end of petal, yellow flowers",,Brooke Thompson,3,,,8/17/2021,2021,2,,WEB,2,brown,9/27/2021,LAGOPHYLLA,glandulosa,2021,
'SOS-CA360-195,MAEL-SOS-CA360-195-SHASTA-21,0.0408," 157,368.00 ",0.2882,MAEL,common madia,Madia,elegans,,,,,Madia elegans,ASTERACEAE,MAEL,23-Aug-21,CA360-195,195,CA360,,Katie Reisinger,US,6E,Central California Foothills and Coastal Mountains (Omernik),California,Shasta,Rancho Breisgau,along road,Along the road near turn off to pond,,"122°11' 21.1"" W",40.39166,-122.18919,GPS,WGS84,519,FT,BLM,Centaurea solstitialis:Salix lasiolepis:Juglans regia,N/a,Floodplain,0,,ESD: Shallow stony loam 12-16â€ Ecosystem: Inter-Mountain Basins Big Sagebrush Steppe,Agriculture,RgA-Reiff fine sandy loam derived from alluvium,Other : Sandy Loam,100 plants sampled,"5,000",0.5,P,"Distally glandular hairs, sticky to the touch, black glands, yellow showy flat flowers",,Katie Reisinger,3,,,9/3/2021,2021,0,,WEB,4,light brown/tan,9/20/2021,MADIA,elegans,2021,
'SOS-CA350-107,BASA3-SOS-CA350-107-LASSEN-21,0.2747," 45,000.00 ",1.0079,BASA3,arrowleaf balsamroot,Balsamorhiza,sagittata,,,,,Balsamorhiza sagittata,ASTERACEAE,BASA3,14-Jun-21,CA350-107,107,CA350,,"Arnold, A.; Herrarte, Y",US,80E,Northwestern Basin and Range (Omernik),California,Lassen,,Horn Road,"From 395 in Ravendale, turn East on Mail Route Road, then turn East on Horn Road for 8.4 miles, park at a pullout under the large juniper for shade. Collected from road to hillside for several hundred feet along the road.","40°49' 49.1262"" N","120°8' 53.451"" W",40.83031,-120.14818,GPS,WGS84,5420,FT,BLM,Artemisia tridentata:Tetradymia spinosa:Ericameria nauseosa:Chrysothamnus viscidiflorus:Lupinus argenteus:Lupinus nevadensis:Elymus elymoides:Purshia tridentata:Penstemon roezlii:Penstemon speciosus:Erysimum capitatum:Eriogonum douglasii var. meridionale:Scrophularia desertorum:Juniperus occidentalis,Grazed,Hillslope,7-Jan,NW,"Ecosystem: Inter-Mountain Basins Big Sagebrush Steppe, ESD: Stoney Loam 9-12â€",Grazing,Quaternary alluvium and marine deposits,Loamy Sand,788 plants sampled,5000,15,P,"Plants have large arrow shaped leaves that persist as seed develops, and yellow ray and disc flowers that appear as small sunflowers.",,"Valda Lockie, Susanville BLM Ecologist",4,,,6/22/2021,6/28/2021,2,,WEB,2-Jan,"10YR 5/3 (dry), 10 YR 3/3 (wet)",8/4/2021,BALSAMORHIZA,sagittata,2021,
