Inventory ID,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type,Accession,Inventory Maintenance Policy,Inventory Maintenance Site,Is Default Inventory?,Is Auto Deducted?,Is Available?,Availability Status,Status Note,Availability Start Date,Availability End Date,Web Availability Note,Quantity On Hand,Quantity On Hand Units,Standard Distribution Form,Standard Distribution Quantity,Unit of Distribution,Distribution Critical Amount,Replenishment Critical Amount,Pathogen Status,Location Section 1,Location Section 2,Location Section 3,Location Section 4,Latitude,Longitude,Rootstock,Parent Inventory,Backup Inventory,Hundred Seed Weight,Pollination Method,Pollination Vector,Preservation Method,Regeneration Method,Plant Sex,Propagation Date Format,Propagation Date,Note,Name,Inventory Name,Taxon,Origin,Percent Viable,Tested Date,Pure Live Seed,Inventory,Created Date,Created By,Modified Date,Modified By,Owned Date,Owned By
5396742,W6,57459,2019o,SD,W6 57459,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-271,,Morella cerifera,"United States, North Carolina, Currituck",,,,W6 57459 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396743,W6,57460,2019o,SD,W6 57460,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-275,,Hibiscus moscheutos,"United States, Virginia, Virginia Beach City",,,,W6 57460 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396744,W6,57461,2019o,SD,W6 57461,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-276,,Panicum virgatum,"United States, North Carolina, Dare",,,,W6 57461 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396745,W6,57462,2019o,SD,W6 57462,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-278,,Mikania scandens,"United States, Virginia, Accomack",,,,W6 57462 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396746,W6,57463,2019o,SD,W6 57463,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-279,,Teucrium canadense,"United States, Virginia, Accomack",,,,W6 57463 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396747,W6,57464,2019o,SD,W6 57464,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-280,,Aralia spinosa,"United States, North Carolina, Dare",,,,W6 57464 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396748,W6,57465,2019o,SD,W6 57465,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-281,,Aralia spinosa,"United States, Virginia, New Kent",,,,W6 57465 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396749,W6,57466,2019o,SD,W6 57466,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-283,,Lobelia cardinalis,"United States, Virginia, New Kent",,,,W6 57466 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396750,W6,57467,2019o,SD,W6 57467,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-284,,Ilex verticillata,"United States, Virginia, Westmoreland",,,,W6 57467 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396751,W6,57468,2019o,SD,W6 57468,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-285,,Parthenocissus quinquefolia,"United States, Virginia, Accomack",,,,W6 57468 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396752,W6,57469,2019o,SD,W6 57469,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-286,,Morella cerifera,"United States, Virginia, Accomack",,,,W6 57469 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396753,W6,57470,2019o,SD,W6 57470,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-287,,Panicum virgatum,"United States, Virginia, Accomack",,,,W6 57470 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396754,W6,57471,2019o,SD,W6 57471,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-288,,Typha angustifolia,"United States, Virginia, Accomack",,,,W6 57471 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396755,W6,57472,2019o,SD,W6 57472,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-291,,Aralia spinosa,"United States, Virginia, Westmoreland",,,,W6 57472 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396756,W6,57473,2019o,SD,W6 57473,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-293,,Ilex verticillata,"United States, Virginia, Prince William",,,,W6 57473 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396757,W6,57474,2019o,SD,W6 57474,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-294,,Mikania scandens,"United States, Maryland, Calvert",,,,W6 57474 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396758,W6,57475,2019o,SD,W6 57475,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-295,,Panicum virgatum,"United States, Maryland, Dorchester",,,,W6 57475 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396759,W6,57476,2019o,SD,W6 57476,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-296,,Strophostyles helvola,"United States, Virginia, Prince William",,,,W6 57476 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396760,W6,57477,2019o,SD,W6 57477,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-297,,Panicum virgatum,"United States, Virginia, Prince William",,,,W6 57477 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396761,W6,57478,2019o,SD,W6 57478,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-298,,Kosteletzkya pentacarpos,"United States, Virginia, Westmoreland",,,,W6 57478 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396762,W6,57479,2019o,SD,W6 57479,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-303,,Rosa palustris,"United States, North Carolina, Gates",,,,W6 57479 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396763,W6,57480,2019o,SD,W6 57480,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-305,,Rosa palustris,"United States, Virginia, Westmoreland",,,,W6 57480 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396764,W6,57481,2019o,SD,W6 57481,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-307,,Panicum virgatum,"United States, Virginia, Essex",,,,W6 57481 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396765,W6,57482,2019o,SD,W6 57482,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-309,,Aralia spinosa,"United States, Virginia, Prince William",,,,W6 57482 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396766,W6,57483,2019o,SD,W6 57483,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-310,,Cephalanthus occidentalis,"United States, North Carolina, Gates",,,,W6 57483 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396767,W6,57484,2019o,SD,W6 57484,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-312,,Callicarpa americana,"United States, North Carolina, Gates",,,,W6 57484 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396768,W6,57485,2019o,SD,W6 57485,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-313,,Liquidambar styraciflua,"United States, North Carolina, Nash",,,,W6 57485 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396769,W6,57486,2019o,SD,W6 57486,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-317,,Aralia spinosa,"United States, Virginia, Suffolk City",,,,W6 57486 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396770,W6,57487,2019o,SD,W6 57487,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-319,,Callicarpa americana,"United States, North Carolina, Tyrrell",,,,W6 57487 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396771,W6,57488,2019o,SD,W6 57488,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-320,,Liquidambar styraciflua,"United States, North Carolina, Halifax",,,,W6 57488 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396772,W6,57489,2019o,SD,W6 57489,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-321,,Morella cerifera,"United States, North Carolina, Halifax",,,,W6 57489 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396773,W6,57490,2019o,SD,W6 57490,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-323,,Pinus taeda,"United States, North Carolina, Gates",,,,W6 57490 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396774,W6,57491,2019o,SD,W6 57491,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-324,,Clethra alnifolia,"United States, North Carolina, Camden",,,,W6 57491 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396775,W6,57492,2019o,SD,W6 57492,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-326,,Cephalanthus occidentalis,"United States, North Carolina, Hyde",,,,W6 57492 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396776,W6,57493,2019o,SD,W6 57493,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-327,,Iva frutescens,"United States, Virginia, Lancaster",,,,W6 57493 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396777,W6,57494,2019o,SD,W6 57494,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-328,,Baccharis halimifolia,"United States, Virginia, Virginia Beach City",,,,W6 57494 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396778,W6,57495,2019o,SD,W6 57495,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-331,,Callicarpa americana,"United States, North Carolina, Camden",,,,W6 57495 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396779,W6,57496,2019o,SD,W6 57496,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-332,,Itea virginica,"United States, Virginia",,,,W6 57496 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396780,W6,57497,2019o,SD,W6 57497,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-336,,Panicum amarum,"United States, Virginia, Virginia Beach City",,,,W6 57497 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396781,W6,57498,2019o,SD,W6 57498,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-344,,Iva frutescens,"United States, Virginia, Mathews",,,,W6 57498 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396782,W6,57499,2019o,SD,W6 57499,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-348,,Iva frutescens,"United States, Virginia, Accomack",,,,W6 57499 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396783,W6,57500,2019o,SD,W6 57500,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-352,,Baccharis halimifolia,"United States, Virginia, Lancaster",,,,W6 57500 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396784,W6,57501,2019o,SD,W6 57501,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-354,,Ilex opaca,"United States, Virginia, Lancaster",,,,W6 57501 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396785,W6,57502,2019o,SD,W6 57502,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-357,,Panicum amarum,"United States, Virginia, Accomack",,,,W6 57502 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396786,W6,57503,2019o,SD,W6 57503,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-366,,Distichlis spicata,"United States, Maryland, Dorchester",,,,W6 57503 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
5396787,W6,57504,2019o,SD,W6 57504,w6_native,W6,Y,Y,N,Original lot received,ORIG from SOS project,,,,,count,SD,100,count,500,500,,Mike has,,,,,,,,,,,,,,,,,,NCBG-376,,Hibiscus moscheutos,"United States, Maryland, Dorchester",,,,W6 57504 2019o SD,12/18/2019 8:49,"Taylor, Lisa, USDA, ARS",12/18/2019 8:51,"Taylor, Lisa, USDA, ARS",12/18/2019 8:49,"Taylor, Lisa, USDA, ARS"
