Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Atriplex canescens,NA,NA,Wild material,NA,NA,10/15/2020,"United States, Nevada, Washoe","United States, Idaho",100,Wild Habitat,Grazed,Purshia tridentata:Artemisia tridentata:Oryzopsis hymenoides,"Sub Unit Description :Washoe Lake State Park/ Geology Description : NA/ Locality Description: From the group parking lot and restroom area, hike north along the lake shore for about 2 miles. Salt bush shrubs can be found on east facing slopes about 200 feet from lake shore",1542.288,39.24841,-119.76763,NA,Lat/lon determined by GPS,"K. McNeil, M. McCreary, S. Siller","Bureau of Land Management, SOS project",NA,NV030,NA,NA,NA,15-30,Undefined,"E, SE",Sand,Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV030-1523,Collector identifier,NA,NA,Other or unclassified name,NA,NA,0::,NA,"Dean Tonenna, BLM:In Field:10 OCT 2020",NA
NA,W6,NA,W6,NA,NA,SD,Rosa woodsii,NA,NA,Wild material,NA,NA,10/20/2020,"United States, Nevada, Churchill","United States, Idaho",3000,Wild Habitat,Grazed,Populus tremuloides:Purshia tridentata:Artemisia tridentata,"Sub Unit Description :Desatoya Mountains/ Geology Description : Smith Creek Ranch/ Locality Description: Take 722 for approximately 22.2 miles, take a left, drive 7.5 miles, keep left at fork, drive 6.7 miles, to homestead, keep straight for 4.8 miles to site, near wooden outhouse and dilapidated building",2173.224,39.34944,-117.69555,NA,Lat/lon determined by GPS,"K. McNeil, M. McCreary, S. Siller, K. Mahlmeister","Bureau of Land Management, SOS project",NA,NV030,NA,NA,0,0,South,S,Sand,Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV030-1524,Collector identifier,NA,NA,Other or unclassified name,NA,NA,::,NA,Dean Tonenna:From photograph:20 OCT 2020,NA
NA,W6,NA,W6,NA,NA,SD,Ericameria nauseosa ssp. consimilis var. oreophila,NA,NA,Wild material,NA,NA,10/27/2020,"United States, Nevada, Lyon","United States, Idaho",100,Wild Habitat,Grazed,Populus tremuloides:Salix exigua:Artemisia tridentata:Grindelia squarrosa,"Sub Unit Description :Santa margarita ranch/ Geology Description : west pasture/ Locality Description: Park alongside fence, species is visible all over pasture. 136 E Walker Road, Yerington, NV",1423.4160000000002,38.76527,-119.01888,apple maps,Lat/lon determined by GPS,"K. McNeill, M. McCreary, S. Siller, K. Mahlmeister","Bureau of Land Management, SOS project",NA,NV030,NA,NA,0,0,East,E,Sand,Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV030-1525,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"3:27 OCT 2020:smithsonian, great bend seed extracting, university of nevada-reno",NA,"dean tonena, blm:From pressed specimen on another date:29 OCT 2020",NA
NA,W6,NA,W6,NA,NA,SD,Atriplex canescens var. canescens,NA,NA,Wild material,NA,NA,11/10/2020,"United States, Nevada, Washoe","United States, Idaho",200,Wild Habitat,Grazed:Trampled,Artemisia tridentata:Atriplex torreyi:Bromus tectorum:Lepidium latifolium,Sub Unit Description :McCarran Ranch Preserve/ Geology Description : 102 Ranch Trailhead/ Locality Description: Park at 102 Ranch Trailhead. Plants are directly behind the fence.,1293,39.56572,-119.49183,"NAD83",Lat/lon determined by GPS,"K. Mcneill, M. Mccreary, S. Siller, K. Mahlmeister","Bureau of Land Management, SOS project",NA,NV030,NA,NA,0,0,East,E,Sand,Other : loam,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV030-1526,Collector identifier,NA,NA,Other or unclassified name,NA,NA,0::,NA,Dean Tonenna BLM:In Field:10 NOV 2020,NA
NA,W6,NA,W6,NA,NA,SD,Atriplex torreyi,NA,NA,Wild material,NA,NA,11/10/2020,"United States, Nevada, Washoe","United States, Idaho",50,Wild Habitat,Grazed:Trampled,Atriplex canescens:Artemisia tridentata:Lepidium latifolium,Sub Unit Description :McCarran Ranch Preserve/ Geology Description : 102 Ranch Trailhead/ Locality Description: Park at 102 Ranch Trailhead. Plants are directly behind fence.,1293,39.56572,-119.49183,google,Lat/lon determined by GPS,M. McCreary,"Bureau of Land Management, SOS project",NA,NV030,NA,NA,0,0,East,E,Sand,Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV030-1527,Collector identifier,NA,NA,Other or unclassified name,NA,NA,0::,NA,Dean Tonenna BLM:In Field:10 NOV 2020,NA
NA,W6,NA,W6,NA,NA,SD,Pectis papposa,NA,NA,Wild material,NA,Very low growing aster with yellow flowers,11/19/2020,"United States, Nevada, Lyon","United States, Idaho",300,Wild Habitat,Trampled,Bromus tectorum:Suaeda nigra:Sarcobatus vermiculatus:Malva sp.,Sub Unit Description :Fort Churchill St Park/ Geology Description : Off-Road Recreation Area/ Locality Description: Turn onto Simpson Road from Alt. 95. Follow dirt road for about 1/2 mile to open parking area. Plants are located between Park fence and the highway.,1285.0368,39.27922,-119.23858,WGS84,Lat/lon determined by GPS,"M. McCreary, K. Mahlmeister, S. Siller, K McNeill","Bureau of Land Management, SOS project",NA,NV030,NA,NA,5,5,South,S,Sand,Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV030-1528,Collector identifier,NA,NA,Other or unclassified name,NA,NA,0,NA,Dean Tonenna BLM:In Field:01 NOV 2020,NA
NA,W6,NA,W6,NA,NA,SD,Artemisia tridentata ssp. tridentata,NA,NA,Wild material,NA,NA,11/23/2020,"United States, Nevada, Washoe","United States, Idaho",100,Wild Habitat,Grazed,Bromus tectorum,Sub Unit Description :Bedell Flats/ Geology Description : NA/ Locality Description: Plants are found along the road.,1530.096,39.85916,-119.825,WGS84,Lat/lon determined by GPS,"M. McCreary, K. Mahlmeister, S. Siller","Bureau of Land Management, SOS project",NA,NV030,NA,NA,NA,NA,Undefined,NA,Sand,Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV030-1529,Collector identifier,NA,NA,Other or unclassified name,NA,NA,0::,NA,"Dean Tonenna, BLM:In Field:23 NOV 2020",NA
NA,W6,NA,W6,NA,NA,SD,Typha latifolia,NA,NA,Wild material,NA,NA,12/3/2020,"United States, Nevada, Lyon","United States, Idaho",50,Wild Habitat,Trampled,Euthamia occidentalis:Juncus sp.:Salix sp.:Lepidium latifolium,Sub Unit Description :Santa Margarita Ranch/ Geology Description : NA/ Locality Description: Santa Margarita Ranch service roads along river.,1408.1760000000002,38.77694,-119.02916,WGS84,Lat/lon determined by GPS,"M. McCreary, K. Mahlmeister, S. Siller, K McNeill","Bureau of Land Management, SOS project",NA,NV030,NA,NA,25,25,Southeast,SE,Sand,Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV030-1530,Collector identifier,NA,NA,Other or unclassified name,NA,NA,::,NA,"Dean Tonenna, BLM:In Field:03 DEC 2020",NA
NA,W6,NA,W6,NA,NA,SD,Euthamia occidentalis,NA,NA,Wild material,NA,NA,12/3/2020,"United States, Nevada, Lyon","United States, Idaho",80,Wild Habitat,Grazed:Trampled,Typha latifolia:Salix sp.:Juncus sp.:Lepidium latifolium,Sub Unit Description :Santa Margarita Ranch/ Geology Description : NA/ Locality Description: Santa Margarita Ranch service roads along river,1408.1760000000002,38.77947,-119.02327,WGS84,Lat/lon determined by GPS,"M. McCreary, K. Mahlmeister, S. Siller, K McNeill","Bureau of Land Management, SOS project",NA,NV030,NA,NA,0,0,Undefined,NA,Sand,Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV030-1531,Collector identifier,NA,NA,Other or unclassified name,NA,NA,0::,NA,"Dean Tonenna, BLM:In Field:03 DEC 2020",NA
NA,W6,NA,W6,NA,NA,SD,Euthamia occidentalis,NA,NA,Wild material,NA,NA,12/3/2020,"United States, Nevada, Lyon","United States, Idaho",50,Wild Habitat,Grazed:Trampled,Typha latifolia:Lepidium latifolium:Salix sp.:Juncus sp.,Sub Unit Description :Santa Margarita Ranch/ Geology Description : NA/ Locality Description: Santa Margarita Ranch service roads along river,1408.1760000000002,38.77694,-119.02916,WGS84,Lat/lon determined by GPS,"M. McCreary, K. Mahlmeister, S. Siller, K McNeill","Bureau of Land Management, SOS project",NA,NV030,NA,NA,0,0,Undefined,NA,Sand,Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV030-1532,Collector identifier,NA,NA,Other or unclassified name,NA,NA,::,NA,Dean Tonenna:In Field:03 DEC 2020,NA
NA,W6,NA,W6,NA,NA,SD,Artemisia tridentata,NA,NA,Wild material,NA,NA,12/15/2020,"United States, Nevada, Washoe","United States, Idaho",1000,Wild Habitat,Trampled,Distichlis spicata:Ericameria nauseosa:Achnatherum hymenoides:Tetradymia canescens:Bromus tectorum:Bromus tectorum,Sub Unit Description :Washoe Lake State Park/ Geology Description : NA/ Locality Description: West of Eastlake Blvs off of 222. Park at Miner Mayhem play area. Plants are in all directions as dominant species.,1534.0584000000001,39.23925,-119.7673,WGS84,Lat/lon determined by GPS,"K McNeill, M McCreary, K Mahlmeister, S Siller","Bureau of Land Management, SOS project",NA,NV030,NA,NA,0,0,Undefined,NA,Sand,Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV030-1534,Collector identifier,NA,NA,Other or unclassified name,NA,NA,0::,NA,Dean Tonenna:In Field:15 DEC 2020,NA
NA,W6,NA,W6,NA,NA,SD,Schoenoplectus pungens var. longispicatus,NA,NA,Wild material,NA,NA,8/17/2020,"United States, California, Mono","United States, Idaho",500,Wild Habitat,NA,Distichlis spicata:Ericameria nauseosa,Sub Unit Description :Inyo National Forest/ Geology Description : Mono Lake/ Locality Description: North side of riparian area/lakeshore. Near end of FS-2N19A.,1928,38.05372,-119.07569,NA,Lat/lon determined by GPS,"M. McCreary, K. Mahlmeister","Bureau of Land Management, SOS project",NA,NV030,NA,NA,NA,NA,Undefined,NA,Clay,Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV030-1535,Collector identifier,NA,NA,Other or unclassified name,NA,NA,0,NA,"Dean Tonenna, BLM:From pressed specimen on day of collection:17 AUG 2020",NA
NA,W6,NA,W6,NA,NA,SD,Triglochin maritima,NA,NA,Wild material,NA,NA,8/25/2020,"United States, California, Mono","United States, Idaho",700,Wild Habitat,NA,Distichlis spicata:Ericameria nauseosa,"Sub Unit Description :Inyo National Forest/ Geology Description : Mono Lake/ Locality Description: Grassy area near lakeshore, north of large rabbitbrush patch",1947.672,38.05525,-119.06602,GOOGLE MAP,Lat/lon determined by GPS,"McCreary, M., Mahlmeister, K.","Bureau of Land Management, SOS project",NA,NV030,NA,NA,NA,NA,Undefined,NA,Clay,Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV030-1536,Collector identifier,NA,NA,Other or unclassified name,NA,NA,0::,NA,D. Tonenna - BLM:From pressed specimen on day of collection:25 AUG 2020,NA
NA,W6,NA,W6,NA,NA,SD,Poa secunda,NA,NA,Wild material,NA,Grows in tufts with 1- 10 inflorescences per plant. Some stems still had reddish tint at the time of seed collection. Many individuals' growth stunted by drought and many individuals produced no reproductive shoots this year.,5/26/2020,"United States, Utah, Juab","United States, Idaho",1200,Wild Habitat,Drought,Artemisia tridentata:Juniperus osteosperma:Pseudoroegneria spicata:Ephedra nevadensis:Bromus tectorum:Krascheninnikovia lanata:Ericameria nauseosa:Chrysothamnus viscidiflorus:Gutierrezia sarothrae:Hesperostipa comata:Erigeron sp.:Sphaeralcea grossulariifolia:Halogeton glomeratus:Elymus elymoides:Erodium cicutarium:Castilleja sp.:Eriogonum sp.:Grayia spinosa:Tetradymia sp.:Astragalus sp.,"Sub Unit Description :NA/ Geology Description : NA/ Locality Description: From Salt Lake City, take I-80 west for about 20 miles. Get off on exit 99 for State Highway 36 toward Tooele. Follow UT-36 south for 39.8 miles and then turn right (west) onto Pony Express Road. Follow the Pony Express Road 41.9 miles west from the junction with UT-36 and then take a left (south) onto another wide, high-quality unpaved road, which is named 14 Mile Rd on ArcGIS Collector. Drive 8.4 miles south along this road before turning right (west) onto Beckstrom Corral Rd. Head west on this winding road for 3.5 miles, avoiding turning on any of the narrower, worse-quality roads on the way. Then, keep left on Pismire N Fork Rd and drive 2 miles further west to the collection site, which is marked by a fork in the road, where Pismire N Fork Rd and Pismire S Fork Rd split off. The surrounding sagebrush shrubland in this valley is the collection site.",1695.6024,39.7733,-113.10666,"NAD83",Lat/lon determined by GPS,Connor Desmond and Logan Vogel,"Bureau of Land Management, SOS project",NA,UT020,NA,NA,2,2,North,N,Sand,Other : Silty Clay,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT020-85,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"4:25 MAY 2020:University of Nevada, RenoûBLM Utah - West Desert DistrictûSmithsonian National MuseumûUtah Department of Agriculture and Food",NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Poa secunda,NA,NA,Wild material,NA,Grows in tufts with 1- 10 inflorescences per plant. Some stems still had reddish tint at the time of seed collection. Individuals located along dry stream beds seemed to have the greatest amount of seed production.,5/27/2020,"United States, Utah, Juab","United States, Idaho",1000,Wild Habitat,NA,Artemisia tridentata:Juniperus osteosperma:Pinus monophylla:Bromus tectorum:Atriplex canescens:Chrysothamnus viscidiflorus:Gutierrezia sarothrae:Pseudoroegneria spicata:Atriplex confertifolia:Ephedra nevadensis:Grayia spinosa:Elymus elymoides:Castilleja sp.:Tetradymia glabrata:Phlox austromontana:Yucca harrimaniae:Hilaria jamesii:Hesperostipa comata:Sarcobatus vermiculatus:Opuntia sp.:Astragalus lentiginosus:Krascheninnikovia lanata:Artemisia nova,"Sub Unit Description :NA/ Geology Description : NA/ Locality Description: From Salt Lake City, head west on I-80 for about 119 miles toward West Wendover, Nevada. Take exit 410 for US-93 Alt, take a left to cross south beneath the interstate, take an immediate left (east) on Wendover Blvd, drive a few blocks, and then an immediate right (south) onto US-93 Alt. Drive 25.6 miles south on US-93 Alt and then take a left (heading southeast) on Ibapah Rd. Follow Ibapah Rd for 16.4 miles, then turn left (southeast) onto Upper Gold Hill Rd. Drive 12 miles further southeast to the small town of Gold Hill, turn left (north) at the town, drive 0.7 miles, and then keep right (east) at the road junction just north of town. Next, drive 7.1 miles gradually curving southeast, stay right again at the next road junction heading straight south, and after driving for another 15.5 miles, take a right onto Snake Valley Road, continuing southwest through the Snake Valley. After another 10.1 miles, turn right onto Granite Creek Rd, and continue west for about 4 miles to a pull-over on the left alongside the riparian narrowleaf cottonwood forest. We collected seed in the sagebrush shrubland on the north and south side of this point along Granite Creek Rd.",1841.2968,39.77844,-113.86372,"NAD83",Lat/lon determined by GPS,Connor Desmond and Logan Vogel,"Bureau of Land Management, SOS project",NA,UT020,NA,NA,9,9,South,S,Sand,Other : Sandy Clay Loam,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT020-86,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"4:27 MAY 2020:University of Nevada, RenoûBLM Utah - West Desert DistrictûSmithsonian National MuseumûUtah Department of Agriculture and Food",NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Poa secunda,NA,NA,Wild material,NA,"Grows in tufts with 1- 10 inflorescences per plant. Some stems still had reddish tint at the time of seed collection. Individuals located along dry stream beds seemed to have the greatest amount of seed production. Individuals higher on slopes appeared to have stunted reproductive growth, likely due to drought.",6/9/2020,"United States, Utah, Tooele","United States, Idaho",1500,Wild Habitat,NA,Juniperus osteosperma:Pseudoroegneria spicata:Artemisia tridentata:Sarcobatus vermiculatus:Purshia tridentata:Atriplex confertifolia:Bromus tectorum:Ephedra nevadensis:Chaenactis douglasii:Astragalus sp.:Tragopogon dubius:Chrysothamnus viscidiflorus:Crepis occidentalis:Perityle stansburyi,"Sub Unit Description :NA/ Geology Description : NA/ Locality Description: From Salt Lake City, take I-80 west for 42.2 miles. Get off on exit 77 for state highway 196 towards Dugway. Follow UT-196 south for 17 miles and then turn right (west) onto an unpaved road marked by a wooden BLM sign. Drive 0.8 miles down this road before turning left and gradually curving southwest. After driving 12 miles, turn right and head west up into Rydalch Canyon. After driving about 3 miles, you will arrive at the Poa secunda collection site. Seed was collected from plants throughout the juniper forest ravines, sagebrush shrublands, and bluebunch wheatgrass slopes surrounding this point.",1639.824,40.43463,-112.96294,"NAD83",Lat/lon determined by GPS,Connor Desmond and Logan Vogel,"Bureau of Land Management, SOS project",NA,UT020,NA,NA,15,15,North,N,Sand,Other : Loamy Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT020-87,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"4:04 JUN 2020:University of Nevada, RenoûBLM Utah - West Desert DistrictûSmithsonian National MuseumûUtah Department of Agriculture and Food",NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Pseudoroegneria spicata,NA,NA,Wild material,NA,"Perennial bunchgrass forming expansive populations, with individuals generally spaced apart evenly covering entire slopes. Awns at 90 degrees from shoot axis. Many plants lacking reproductive shoots this year due to drought, with seed production mostly limited to areas surrounding dry stream beds and ravines.",6/24/2020,"United States, Utah, Juab","United States, Idaho",2500,Wild Habitat,Drought,Artemisia tridentata:Gutierrezia sarothrae:Chrysothamnus viscidiflorus:Juniperus osteosperma:Bromus tectorum:Poa secunda:Artemisia nova:Hesperostipa comata:Hilaria jamesii:Acroptilon repens:Verbascum thapsus:Ephedra nevadensis:Tetradymia spinosa:Phlox austromontana:Atriplex confertifolia:Krascheninnikovia lanata:Astragalus sp.:Cirsium neomexicanum:Opuntia polyacantha:Symphoricarpos longiflorus:Halogeton glomeratus:Ericameria nauseosa,"Sub Unit Description :NA/ Geology Description : NA/ Locality Description: From Salt Lake City, take I-80 west for about 20 miles. Get off on exit 99 for State Highway 36 toward Tooele. Follow UT-36 south for 39.8 miles and then turn right (west) onto Pony Express Road. Follow the Pony Express Road 41.9 miles west from the junction with UT-36 and then take a left (south) onto another wide, high-quality unpaved road, which is named 14 Mile Rd on ArcGIS Collector. Drive 8.4 miles south along this road before turning right (west) onto Beckstrom Corral Rd. Head west toward the Thomas Range on this winding road for 3.5 miles, avoiding turning on any of the narrower, worse-quality roads on the way. Then, turn left (west) on Pismire N Fork Rd and drive 2 miles to the junction of Pismire N Fork Rd and Pismire S Fork Rd. Turn right here, heading northwest for about one mile. We collected seed from bluebunch wheatgrass along slopes in all directions from this point.",1791.9192,39.78247,-113.11436,"NAD83",Lat/lon determined by GPS,Connor Desmond and Logan Vogel,"Bureau of Land Management, SOS project",NA,UT020,NA,NA,7,7,East,E,Silt,Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT020-88,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"4:25 MAY 2020:University of Nevada, RenoûBLM Utah - West Desert DistrictûSmithsonian National MuseumûUtah Department of Agriculture and Food",NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Poa secunda,NA,NA,Wild material,NA,"Perennial bunchgrass growing in tufts with a reddish tint or golden hue to stems. Specimens here were relatively tall and healthy, growing along a south-facing slope within the Raft River Mountains. Extremely dense population, dominating the landscape at the upper elevations of the slope.",7/7/2020,"United States, Utah, Box Elder","United States, Idaho",1100,Wild Habitat,Grazed,Artemisia tridentata:Pseudoroegneria spicata:Mahonia repens:Symphoricarpos oreophilus:Populus tremuloides:Balsamorhiza sagittata:Holodiscus dumosus:Bromus tectorum:Ericameria nauseosa:Artemisia arbuscula:Tragopogon dubius:Crepis acuminata:Lupinus argenteus:Opuntia fragilis:Eriogonum umbellatum:Eriogonum heracleoides:Cirsium undulatum:Allium sp.:Chrysothamnus viscidiflorus:Chrysothamnus viscidiflorus,"Sub Unit Description :Sawtooth National Forest/ Geology Description : Minidoka Ranger District/ Locality Description: From Salt Lake City, follow I-15 north about 71 miles and then keep left to follow I-84 northwest for another 37 miles. Take exit 5 to get onto UT-30, and follow this highway directly west for 15.8 miles. Then, stay right to continue west on UT-42 for 8.7 miles, crossing into Idaho. At this point, turn left to head straight west on East Naf Rd, and follow this road for 18 miles. Then, turn left to head south along S Yost Rd for 2.3 miles, crossing into Utah again. At the junction here, turn right to head straight south for 1.3 miles. Then, turn right again to head west and then south for a total of 1 mile, and then turn right again to head south for 6.1 miles into the Raft River Mountains, following Johnson Creek Road. At this point, turn right onto Johnson Creek Spur B Road, driving about 2 miles to the end of the road at a small meadow. The collection site is directly northwest of here, just outside of the Douglas fir forest along a dry slope with sheer rock cliffs.",2156.7648,41.87719,-113.56427,"NAD83",Lat/lon determined by GPS,Connor Desmond and Logan Vogel,"Bureau of Land Management, SOS project",NA,UT020,NA,NA,28,28,South,S,Silt,Other : Silty clay loam,Custom Category,Northwestern Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT020-89,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"4:07 JUL 2020:University of Nevada, RenoûBLM Utah - West Desert DistrictûSmithsonian National MuseumûUtah Department of Agriculture and Food",NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Pseudoroegneria spicata,NA,NA,Wild material,NA,"Perennial bunchgrass with narrow spike inflorescence, forming expansive populations with individuals generally spaced apart evenly, covering entire slopes. Awns at 90 degrees from shoot axis. Reproductive growth only moderately limited by drought this year, with most seed production occurring on plants growing in valley bottoms and surrounding toe-slopes.",7/9/2020,"United States, Utah, Tooele","United States, Idaho",1800,Wild Habitat,Burned,Chrysothamnus viscidiflorus:Juniperus osteosperma:Poa secunda:Hesperostipa comata:Bromus tectorum:Petradoria pumila:Tragopogon dubius:Tetradymia canescens:Gutierrezia sarothrae:Cryptantha sp.:Achnatherum hymenoides:Tetradymia glabrata:Purshia stansburiana:Artemisia nova:Astragalus sp.:Leymus cinereus:Artemisia tridentata:Atriplex confertifolia:Aristida purpurea:Lactuca serriola:Grindelia squarrosa:Helianthus annuus,"Sub Unit Description :NA/ Geology Description : NA/ Locality Description: From Salt Lake City, take I-80 west for about 63 miles and take exit 56. Turn left to head south underneath overpass and continue south on Aragonite Road for 2.3 miles toward the Clean Harbors Aragonite Incineration Facility. Near the gate of the facility, turn left to head southwest along Hastings Pass Road. Continue for 4.4 miles to Hastings Pass. Seeds were collected from plants on the slopes northeast of this point.",1766.9256,40.71019,-112.928,"NAD83",Lat/lon determined by GPS,"Connor Desmond, Logan Vogel, Karen Pollard, and Alex Hewitt","Bureau of Land Management, SOS project",NA,UT020,NA,NA,14,14,Southeast,SE,Silt,Sand,Central Basin and Range,Central Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT020-90,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"4:03 JUL 2020:University of Nevada, RenoûBLM Utah - West Desert DistrictûSmithsonian National MuseumûUtah Department of Agriculture and Food",NA,::,NA
NA,W6,NA,W6,NA,NA,SD,Poa secunda,NA,NA,Wild material,NA,"Perennial bunchgrass with narrow panicle inflorescence, growing in tufts with a reddish tint or golden hue to stems. Plants in this population were relatively tall for Sandberg Bluegrass in the West Desert of Utah, since they were growing in a wet mountain meadow. Poa secunda was the dominant grass in the small area where we collected.",7/13/2020,"United States, Utah, Box Elder","United States, Idaho",1400,Wild Habitat,NA,Carex douglasii:Artemisia ludoviciana:Tragopogon dubius:Agoseris aurantiaca:Poa bulbosa:Bromus tectorum:Koeleria macrantha:Juncus sp.:Grindelia squarrosa:Achillea millefolium:Castilleja sp.:Lupinus argenteus:Leymus cinereus:Agropyron cristatum:Eriogonum heracleoides,"Sub Unit Description :NA/ Geology Description : NA/ Locality Description: From Salt Lake City, follow I-15 north about 71 miles, and then keep left to follow I-84 northwest for another 37 miles. Take exit 5 to get onto UT-30, and follow this highway west and then southwest for 57.5 miles. At this point, turn right onto Immigrant Trail Road and follow it west for 2.1 miles. Then, turn right to head northwest on Ingham Pass Road for 6.6 miles. At this junction, stay left on Ingham Pass Road and continue west for 2.5 miles up to Ingham Pass. Here, turn right on N Ridge Road and drive 50 feet to reach the mountain meadow where we collected seed.",2410.9680000000003,41.66208,-113.743,"NAD83",Lat/lon determined by GPS,Connor Desmond and Logan Vogel,"Bureau of Land Management, SOS project",NA,UT020,NA,NA,4,4,Southeast,SE,Sand,Other : Sandy clay loam,Custom Category,Northwestern Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT020-91,Collector identifier,NA,NA,Other or unclassified name,NA,NA,"4:13 JUL 2020:University of Nevada, RenoûBLM Utah - West Desert DistrictûSmithsonian National MuseumûUtah Department of Agriculture and Food",NA,::,NA
