Curator Unique Number,Accession Prefix (NPGS),Accession Number -Assigned,Inventory Prefix,Inventory Number,Inventory Suffix,Inventory Type - Lookup Picker,Taxon -Lookup Picker in GRIN,Received Date -received by site,Life Form -Lookup Picker,Level of Improvement -Lookup Picker,Reproductive Uniformity -Lookup Picker,Note (Accession Narrative),Date Collected or Developed,Geography (Collection) -Lookup Picker in GRIN,Geography (Donor)  -Lookup Picker in GRIN,Number Plants Sampled,Collecting or Acquisition Source - List,Environment Description,Associated Species,Collector Verbatim Locality,Elevation (meters),Latitude -decimal degrees,Longitude -decimal degrees,Georeference Datum,Georeference Protocol - Lookup Picker,Note (Accession Source - Collector),Cooperator (Donor) 1 -full record,Cooperator (Donor) 2 -full record,Cooperator (Collector) 1 -full record,Cooperator (Collector) 2 -full record,Cooperator (Collector) 3 -full record,Land Owner,Land Owner Original Value,Land Owner Evaluation Required,SLOPE,SLOPE Original Value,ASPECT -lookup picker,ASPECT Original Value,SOIL TEXTURE - lookup picker,Soil TEXTURE Original Value,ECOREGION - Lookup picker,Ecoregion Original Value,Inventory Maintenance Policy,Inventory Maintenance Site -W6,Quantity On Hand,Quantity On Hand Units -'count' or 'packet',"Total Weight -gram (if unknown, leave blank)",Hundred Seed Weight -gram,Seed Count Verification (VALUE CLOSE TO ZERO) -Calcuated column,Parent Inventory,GERMS from DONOR (viability),GERMS from DONOR (test date),Note (Inventory),Accession Name (Identifier 1),Accession Name Category (Identifier 1) -Lookup Picker,"Accession Name Cooperator (Identifier 1) -name, organization",Accession Name (Identifier 2),Accession Name Category (Identifier 2) -Lookup Picker,"Accession Name Cooperator (Identifier 2) -name, organization",Accession Name (Identifier 3),Accession Name Category (Identifier 3) -Lookup Picker,"Accession Name Cooperator (Identifier 3) -name, organization",Collector Voucher Number,Voucher Date,Voucher Location (1),Voucher Location (2),Voucher Location (3),"Voucher Collector -name, organization",Note (Voucher)
NA,W6,NA,W6,NA,NA,SD,Porophyllum gracile,NA,NA,Wild material,NA,Plant odorous and glandular   Stems are blue green to purple with a glabrous and waxy texture  Leaves are linear and waxy  Inflorescence contains compound disk flowers and zero ray flowers  Flowers enclosed with gland studded phyllaries ,06-05-2020,"United States, Nevada, Clark","United States, Idaho, Ada",50,Wild Habitat,None,Encelia virginensis:Mirabilis laevis:Amsonia tomentosa:Porophyllum gracile:Eriogonum fasciculatum:Ambrosia dumosa,Sub Unit Description  Piute El Dorado  Geology Description   S of NV 163  Locality Description  From I 95  turn E onto NV 163 and continue for 8 3 miles  Turn S into a dirt parking lot and continue on the main dirt road for 1 5 miles  Population is on both sides of road ,811.9872,35.16175,-114.72909,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,6,6,North,N,Sandy loam,Other : Sandy loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-28,Collector identifier,NA,140L0619F0309-28,Other or unclassified name,NA,NA,04-07-2020,SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,NA,,
NA,W6,NA,W6,NA,NA,SD,Hymenoclea salsola,NA,NA,Wild material,NA,Plant rounded  odorous  leaves linear  flowers white to green  papery ,06-05-2020,"United States, Nevada, Clark","United States, Idaho, Ada",147,Wild Habitat,None,Larrea tridentata:Ambrosia dumosa:Eriogonum fasciculatum:Amsinckia tessellata:Eschscholzia glyptosperma:Opuntia basilaris:Cylindropuntia acanthocarpa,Sub Unit Description  N El Dorado Range  Geology Description   E of Hwy 95  Locality Description  From Searchlight  drive N on I 95 for 23 miles  Turn E  right  onto an unmarked road and continue for 0 6 miles  Turn N onto an intersecting dirt road  then in less than 0 1 miles  turn E and continue for 0 42 miles  Population is found in the wash ,716.8896000000001,36.54362,-114.92719,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,4,4,West,W,Sand,Sand,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-29,Collector identifier,NA,140L0619F0309-29,Other or unclassified name,NA,NA,05-06-2020,Smithsonian,Utah Valley University Herbarium,NA,,
NA,W6,NA,W6,NA,NA,SD,Encelia virginensis,NA,NA,Wild material,NA,Stems hairy  young  and peeling  old   leaves hairy  entire  opposite and alternate  ray flowers yellow and disk flowers yellow to orange ,NA,"United States, Nevada, Clark","United States, Idaho, Ada",150,Wild Habitat,None,Salvia columbariae:Mirabilis laevis:Eschscholzia minutiflora:Plagiobothrys sp.:Camissonia brevipes,Sub Unit Description  Piute El Dorado  Geology Description   S of NV 163  Locality Description  From I 95  turn E onto NV 163 and continue for 6 7 miles  Turn S onto an unnamed dirt road behind a gate and continue for 2 3 miles  Population is on both sides of road ,773.8872,35.1466,-114.7186,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,20,20,North,N,Sandy loam,Other : Sandy loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-30,Collector identifier,NA,140L0619F0309-30,Other or unclassified name,NA,NA,03-24-2020,SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Office,,NA,,
NA,W6,NA,W6,NA,NA,SD,Porophyllum gracile,NA,NA,Wild material,NA,Plant odorous and glandular  Stems are blue green to purple with a glabrous and waxy texture  Leaves are linear and waxy  Inflorescence contains compound disk flowers and zero ray flowers  Flowers enclosed with gland studded phyllaries ,07-05-2020,"United States, Nevada, Clark","United States, Idaho, Ada",75,Wild Habitat,None,Chamaesyce polycarpa:Ambrosia salsola:Antheropeas wallacei:Rafinesquia neomexicana:Encelia farinosa:Eriogonum fasciculatum:Adenophyllum cooperi,Sub Unit Description  El Dorado Mountains  Geology Description   North Powerline Road  Locality Description  From I 95 in Searchlight  turn E onto Cottonwood Cove Road and continue for 7 miles  Turn N onto N  Powerline Road  the first left dirt road after the National Parks Service kiosk  and continue for 1 6 miles  Population is in sandy areas on both sides of the road ,790.0416,35.49471,-114.81984,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,3,3,South,S,Sand,Sand,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-31,Collector identifier,NA,140L0619F0309-31,Other or unclassified name,NA,NA,04-01-2020,Smithsonian,Utah Valley University Herbarium,NA,,
NA,W6,NA,W6,NA,NA,SD,Salvia dorrii,NA,NA,Wild material,NA,Woody at base  stems peeling  lanceolate leaves are green grey and aromatic  flowers blue to purple in terminal bunches  Inflorescence consists of spike like clusters of bilaterally symmetric flowers ,07-05-2020,"United States, Nevada, Clark","United States, Idaho, Ada",50,Wild Habitat,None,Xylorhiza tortifolia:Larrea tridentata:Ambrosia dumosa:Eriogonum fasciculatum:Antheropeas wallacei:Chaenactis sp.:Salvia columbariae,Sub Unit Description  El Dorado Mountains  Geology Description   sandy wash W of Copper Mountain  Locality Description  From I 95 in Searchlight  turn E onto Cottonwood Cove Road and continue for 7 miles  Turn N onto N  Powerline Road  the first left dirt road after the National Parks Service kiosk  and continue for 5 1 miles  Turn E  right  onto the sandy wash road towards Copper Mountain and continue for 0 6 miles  Population is in wash on both sides of road ,983.8944,35.53309,-114.84616,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,5,5,East,E,Sand,Sand,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-32,Collector identifier,NA,140L0619F0309-32,Other or unclassified name,NA,NA,04-20-2020,Smithsonian,Utah Valley University Herbarium,NA,,
NA,W6,NA,W6,NA,NA,SD,Xylorhiza tortifolia,NA,NA,Wild material,NA,Stems branching at base  leaves are linear or lanceolate with pointed tips and spiny edges  Leaf surfaces are hairy and glandular  Ray flowers purple to white  disk flowers yellow ,07-05-2020,"United States, Nevada, Clark","United States, Idaho, Ada",70,Wild Habitat,None,Mirabilis laevis:Sphaeralcea ambigua:Lepidium fremontii:Nicotiana obtusifolia:Encelia sp.:Eriogonum fasciculatum:Ambrosia dumosa,Sub Unit Description  El Dorado Mountains  Geology Description   sandy wash W of Copper Mountain  Locality Description  From I 95 in Searchlight  turn E onto Cottonwood Cove Road and continue for 7 miles  Turn N onto N  Powerline Road  the first left dirt road after the National Parks Service kiosk  and continue for 5 1 miles  Turn E  right  onto the sandy wash road towards Copper Mountain and continue for 1 2 miles  Population is on N side of road on rocky  E facing slope ,924.1536000000001,35.53226,-114.53226,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,14,14,East,E,Clay loam,Other : clay loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-33,Collector identifier,NA,140L0619F0309-33,Other or unclassified name,NA,NA,04-01-2020,Smithsonian,Utah Valley University Herbarium,NA,,
NA,W6,NA,W6,NA,NA,SD,Lepidium fremontii,NA,NA,Wild material,NA,Base woody  leaves pinnately lobed and linear  white flowers forming in a raceme  fruits wide and winged  Stems are gray and sprawling ,07-05-2020,"United States, Nevada, Clark","United States, Idaho, Ada",50,Wild Habitat,None,Mirabilis laevis:Sphaeralcea ambigua:Xylorhiza tortifolia:Nicotiana obtusifolia:Encelia sp.:Eriogonum sp.:Ephedra sp.,Sub Unit Description  El Dorado Mountains  Geology Description   Wash W of Copper Mountain  Locality Description  From I 95 in Searchlight  turn E onto Cottonwood Cove Road and continue for 7 miles  Turn N onto N  Powerline Road  the first left dirt road after the National Parks Service kiosk  and continue for 5 1 miles  Turn E  right  onto the sandy wash road towards Copper Mountain and continue for 1 2 miles  Population is on N side of road on steep rocky slopes ,924.1536000000001,35.53226,-114.8358,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,14,14,East,E,Clay loam,Other : Clay loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-34,Collector identifier,NA,140L0619F0309-34,Other or unclassified name,NA,NA,03-16-2020,Smithsonian,Utah Valley University Herbarium,NA,,
NA,W6,NA,W6,NA,NA,SD,Phacelia crenulata var. crenulata,NA,NA,Wild material,NA,Annual  purple corolla  stem glandular throughout,05-05-2020,"United States, Nevada, Clark","United States, Idaho, Ada",1562,Wild Habitat,None,Chorizanthe rigida:Ambrosia dumosa:Senna armata:Larrea tridentata:Eriogonum inflatum:Amsinckia sp.:Cylindropuntia sp.:Cylindropuntia acanthocarpa:Schismus sp.:Opuntia basilaris:Chaenactis sp.:Eriogonum fasciculatum var. polifolium,Sub Unit Description  El Dorado Mountains  Geology Description   E of HWY95   intersection of Eldorado Valley Dr   Locality Description  Follow HWY 95 S from Las Vegas to Eldorado Valley  where Eldorado Valley Drive intersects HWY  head E left  on gravel RD to shoot range area  Pop  follows gravel rocky slopes N of road ,67113.6072,35.791,-114.92869,"NAD83",Lat/lon determined by GPS,"Depies, M.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,25,25,Uncertain,"SE, S",Clay loam,Other : clay loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,03-16-2020,National Herbarium at the Smithsonian ûûRegional Herbarium,"ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium",NA,Erin Riggs,From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Malacothrix glabrata,NA,NA,Wild material,NA,Yellow ray flowers  annual  leaves mostly red and wilted by the time of flowering,06-05-2020,"United States, Nevada, Clark","United States, Idaho, Ada",1069,Wild Habitat,None,Baileya multiradiata:Opuntia basilaris:Larrea tridentata:Ambrosia dumosa:Anisocoma acaulis:Acamptopappus sphaerocephalus:Yucca schidigera:Rafinesquia neomexicana:Chaenactis sp.,Sub Unit Description  Eldorado Valley  Geology Description   Cactus mine  Locality Description  From Las vegas  follow 95 s towards searchlight  In Eldorado valley  head E on Nelson Cutoff road  The population follows gravel roads and follows powerline Rd south of nelson cutoff rd ,974.1408,35.62628,-114.90461,"NAD83",Lat/lon determined by GPS,"Depies, M.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,5,5,West,W,Sandy loam,: sandy loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,03-13-2020,National Herbarium at the Smithsonian ûûRegional Herbarium,"ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium",NA,Erin Riggs,From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Sphaeralcea ambigua,NA,NA,Wild material,NA,orange flowers,07-05-2020,"United States, Nevada, Clark","United States, Idaho, Ada",446,Wild Habitat,none,Ambrosia dumosa:Encelia farinosa:Larrea tridentata:Xylorhiza tortifolia:Lepidium fremontii:Nicotiana sp.:Eriogonum fasciculatum:Phacelia crenulata var. crenulata:Nicotiana obtusifolia,Sub Unit Description  Eldorao mtns  E of searchlight  Geology Description   NA  Locality Description  From Searchlight  NV  head E on cottonwood Cove Rd  Just past fee station  head N on a powerline Rd and continue until an established Rd heads E toward Lake Mojave  Population follows rocky slopes  outcrops along wash ,907.228056,35.53238,-114.83783,"NAD83",Lat/lon determined by GPS,"Depies, M.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,37.5,25-50,South,S,Sandy loam,Other : sandy loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,03-13-2020,National Herbarium at the Smithsonian ûûRegional Herbarium,"ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium",NA,Erin Riggs,From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Encelia farinosa,NA,NA,Wild material,NA,Yellow ray and disc flowers  heads in clusters  and leaves a silver gray,07-05-2020,"United States, Nevada, Clark","United States, Idaho, Ada",173,Wild Habitat,none,Ambrosia dumosa:Eriogonum fasciculatum:Phacelia crenulata var. crenulata:Larrea tridentata:Sphaeralcea ambigua:Xylorhiza tortifolia:Lepidium fremontii:Nicotiana obtusifolia:Lupinus sp.,Sub Unit Description  El Dorado Mtns E of searchlight  Geology Description   NA  Locality Description  From searchlight  NV  head E on Cottonwood cove Rd  just past fee station  head N on powerline Rd  Follow N until reaching an established Rd that goes E towward lake Mojave  Population follows S facing slopes along wash road ,907.20672,35.53238,-114.83783,"NAD83",Lat/lon determined by GPS,"Depies, M.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,37.5,25-50,South,S,Sandy loam,Other : sandy loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Collector identifier,NA,,Other or unclassified name,NA,NA,03-13-2020,National Herbarium at the Smithsonian ûûRegional Herbarium,"ûUtah Valley University Herbariumû800 West University ParkwayûOrem, UT 84058ûûLocal herbarium",NA,Erin Riggs,From pressed specimen on another date
NA,W6,NA,W6,NA,NA,SD,Gilia scopulorum,NA,NA,Wild material,NA,Corolla pink  violet  or white with 5 pointed lobes  Pedicels and calyces are covered by hairs ,08-04-2020,"United States, Nevada, Clark","United States, Idaho, Ada",500,Wild Habitat,None,Sphaeralcea ambigua:Eriogonum pusillum:Mentzelia involucrata:Phacelia crenulata:Lotus strigosus:Encelia farinosa:Lepidium fremontii:Perityle emoryi:Opuntia basilaris,Sub Unit Description  River Mountains  Geology Description   N Enduro Canyon  Locality Description  From highway I 11 S  95 S   take Exit 17 onto Wagonwheel Drive  Turn left onto Wagonwheel Drive  Continue on Wagonwheel Drive for 0 7 miles  At this point Wagonwheel drive turns into Foothills Drive heading north  Continue on Foothills Drive for 1 mile to reach a parking lot for the bike path  From the parking lot  continue over the bike path onto a dirt road  Continue for 0 4 miles  turn southeast  left   continue 400 feet  and turn sharply north  right   Head north for 0 3 miles and turn east  right  to reach parking area  Population found on steep southwestern slopes along first 0 5 miles of foot trail ,708.0504000000001,36.0156,-114.9122,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,13,13,West,W,Sandy loam,Other : Sandy loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-35,Collector identifier,NA,140L0619F0309-35,Other or unclassified name,NA,NA,03-26-2020,SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,NA,,
NA,W6,NA,W6,NA,NA,SD,Chaenactis carphoclinia var. carphoclinia,NA,NA,Wild material,NA,NA,06-05-2020,"United States, Nevada, Clark","United States, Idaho, Ada",1062,Wild Habitat,NA,Senegalia greggii:Amsinckia tessellata:Rafinesquia neomexicana:Xylorhiza tortifolia:Eschscholzia glyptosperma:Camissonia brevipes:Larrea tridentata:Ambrosia dumosa:Hymenoclea salsola,Sub Unit Description  Eldorado Mountains  Geology Description   N Eldorado Mountains  S of SR 165  Locality Description  From E  Cottonwood Cove Road and US Rte  95 intersection in Searchlight  NV head N onto US Rte  95 for 26 miles  Then turn E onto SR 165 and continue for 1 76 miles  Then turn SW onto an unmarked dirt road and continue for approximately 0 25 miles  Turn SE onto another unmarked dirt road and continue for  5 miles to where you will find the center of the population ,702.99072,35.81125,-114.90544,WGS84,Lat/lon determined by GPS,"Calvillo, S., Champiny, R., Duval, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,2,2,Northwest,NW,Sandy loam,: Sandy loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0318-12,Collector identifier,NA,140L0619F0318-12,Other or unclassified name,NA,NA,05-07-2020,Smithsonian,Utah Valley University,NA,,
NA,W6,NA,W6,NA,NA,SD,Bebbia juncea var. aspera,NA,NA,Wild material,NA,NA,11-05-2020,"United States, Nevada, Clark","United States, Idaho, Ada",120,Wild Habitat,NA,Senegalia greggii:Encelia farinosa:Hymenoclea salsola:Amsinckia tessellata:Psorothamnus arborescens,Sub Unit Description  North Dead Mountains Wilderness Area  Geology Description   NA  Locality Description  From E  Cottonwood Cove Road and US Rte  95 intersection in Searchlight  NV head S on US Rte 95  Continue for 19 miles  Then turn E onto NV 163  Continue for 3 8 miles  Turn S onto unmarked dirt road and continue for 5 19 miles  After 5 19 miles you will come to a fork in the road  Fork SW and continue for 1 05 miles  You will come to an intersection  turn W and continue for 3 7 miles  Then turn S and continue for  81 miles where you will find center of population ,555.98568,35.08686,-114.73353,WGS84,Lat/lon determined by GPS,"Calvillo, S., Champiny, R., Duval, A.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,4,4,Southeast,SE,Sand,Sand,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0318-13,Collector identifier,NA,140L0619F0318-13,Other or unclassified name,NA,NA,05-05-2020,Smithsonian,Utah Valley University,NA,,
NA,W6,NA,W6,NA,NA,SD,Astragalus preussii var. laxiflorus,NA,NA,Wild material,NA,Upper petals are light pink purple  Calyx purple red  Wide banner arching upwards  Leaves are pinnate with 5 25 leaflets  Odorous ,12-05-2020,"United States, Nevada, Clark","United States, Idaho, Ada",115,Wild Habitat,None,Lepidium fremontii:Geraea canescens:Plantago ovata:Sphaeralcea ambigua:Atriplex hymenelytra:Eriogonum inflatum:Mentzelia tricuspis,Sub Unit Description  Gale Hills  Geology Description   W of West End Wash  Locality Description  From Hwy 147  E Lake Mead Blvd   turn E  left  onto Northshore Rd and continue for 10 miles  Turn N  left  into West End Wash and continue for 2 miles  Turn W  left into an unnamed wash towards Gale Hills and continue into the canyon for 1 2 miles  Population found on hills and in gullies of canyon ,640.08,36.22,-114.75222,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,6,6,East,E,Sandy loam,Other : Sandy loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-36,Collector identifier,NA,140L0619F0309-36,Other or unclassified name,NA,NA,03-04-2020,SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,NA,,
NA,W6,NA,W6,NA,NA,SD,Lepidium fremontii,NA,NA,Wild material,NA,Base woody  stems are gray and sprawling  Leaves pinnately lobed and linear  Small flowers  1 4 inch in diameter  with yellow center  Flowers form dense  spherical clusters  Four white petals  Four yellow green obovate sepals  Fruits wide and winged ,12-05-2020,"United States, Nevada, Clark","United States, Idaho, Ada",50,Wild Habitat,None,Astragalus preussii:Plantago ovata:Sphaeralcea ambigua:Eriogonum inflatum:Eriogonum inflatum:Atriplex hymenelytra:Geraea canescens,Sub Unit Description  Gale Hills  Geology Description   W of West End Wash  Locality Description  From Hwy 147  E Lake Mead Blvd   turn E  left  onto Northshore Rd and continue for 10 miles  Turn N  left  into West End Wash and continue for 2 miles  Turn W  left into an unnamed wash towards Gale Hills and continue into the canyon for 1 2 miles  Population found on hills and in gullies of canyon ,640.08,36.22,-114.75222,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,6,6,East,E,Sandy loam,Other : Sandy loam,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,R-140L0619F0309-3,Collector identifier,NA,R-140L0619F0309-3,Other or unclassified name,NA,NA,03-04-2020,SmithsonianûUtah Valley University HerbariumûLas Vegas Bureau of Land Management Field Officeû,,NA,,
NA,W6,NA,W6,NA,NA,SD,Trichoptilium incisum,NA,NA,Wild material,NA,Inflorescence forms on a red  leafless stalk  Flower heads are solitary with yellow disc florets made of dozens of small flowers  Five lobed flowers  Leaves are short and narrow  with dentate margins  Leaves are glandular and covered with dense  woolly hairs ,12-05-2020,"United States, Nevada, Clark","United States, Idaho, Ada",200,Wild Habitat,None,Thymophylla pentachaeta:Eriogonum inflatum var. inflatum:Rafinesquia neomexicana:Phacelia crenulata:Larrea tridentata,Sub Unit Description  Muddy Mountains Wilderness  Geology Description   Anniversary Mine Road  Locality Description  From Hwy 147  E Lake Mead Blvd   turn E  left  onto Northshore Rd and continue for 12 8 miles  Turn N onto Anniversary Mine Road and continue NW for 0 75 miles  Population found in hills on N side of road ,543.1536,36.20458,-114.69055,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,7,7,South,S,Clay,Clay,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-37,Collector identifier,NA,140L0619F0309-37,Other or unclassified name,NA,NA,03-23-2020,Smithsonian,Utah Valley University Herbarium,NA,,
NA,W6,NA,W6,NA,NA,SD,Lesquerella tenella,NA,NA,Wild material,NA,Four large yellow petals  Four green sepals  Leaves narrowly elliptic and alternate in arrangement  Leaves and stems are covered in hairs giving it a silvery appearance  Fruit shaped as a spherical pod ,12-05-2020,"United States, Nevada, Clark","United States, Idaho, Ada",250,Wild Habitat,None,Thymophylla pentachaeta:Eriogonum inflatum:Rafinesquia neomexicana:Phacelia crenulata:Larrea tridentata,Sub Unit Description  Muddy Mountains Wilderness  Geology Description   Anniversary Mine Road  Locality Description  From Hwy 147  E Lake Mead Blvd   turn E  left  onto Northshore Rd and continue for 12 8 miles  Turn N onto Anniversary Mine Road and continue NW for 0 75 miles  Population found in hills on N side of road ,541.02,36.20423,-114.69089,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,7,7,South,S,Clay,Clay,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-38,Collector identifier,NA,140L0619F0309-38,Other or unclassified name,NA,NA,04-14-2020,Smithsonian,Utah Valley University Herbarium,NA,,
NA,W6,NA,W6,NA,NA,SD,Thymophylla pentachaeta,NA,NA,Wild material,NA,Yellow flowerhead with 13 petals  Short  linear leaves with opposite arrangement  Gray green stems and leaves ,12-05-2020,"United States, Nevada, Clark","United States, Idaho, Ada",75,Wild Habitat,None,Trichoptilium incisum:Eriogonum inflatum:Rafinesquia neomexicana:Phacelia crenulata:Larrea tridentata,Sub Unit Description  Muddy Mountains Wilderness  Geology Description   Anniversary Mine Road  Locality Description  From Hwy 147  E Lake Mead Blvd   turn E  left  onto Northshore Rd and continue for 12 8 miles  Turn N onto Anniversary Mine Road and continue NW for 0 75 miles  Population found in hills on N side of road ,543.1536,36.20458,-114.69055,"NAD83",Lat/lon determined by GPS,"Battista, C., Fitz, E., Ubalde, R.","Bureau of Land Management, SOS project",NA,NV052,NA,NA,Public,BLM,NA,7,7,South,S,Clay,Clay,Mojave Basin and Range,Mojave Basin and Range (Omernik),w6_native,W6,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,140L0619F0309-39,Collector identifier,NA,140L0619F0309-39,Other or unclassified name,NA,NA,03-04-2020,Smithsonian,Utah Valley Herbarium,NA,,
